code_commune,nom_commune,num_bdv,code_circ,inscrits,votants,exprimes,participation,left,ctr,rgt,far
95627,Vallangoujard,0001,1,447,261,242,58.39,35.12,64.88,0.0,0.0
95628,Valmondois,0001,1,994,529,476,53.22,47.06,52.94,0.0,0.0
95633,Vaudherland,0001,9,59,31,26,52.54,15.38,0.0,0.0,84.62
95637,Vauréal,0001,10,1059,478,448,45.14,56.47,43.53,0.0,0.0
95637,Vauréal,0002,10,862,403,371,46.75,46.36,53.64,0.0,0.0
95637,Vauréal,0003,10,863,437,414,50.64,40.58,59.42,0.0,0.0
95637,Vauréal,0004,10,857,381,365,44.46,47.67,52.33,0.0,0.0
95637,Vauréal,0005,10,776,415,383,53.48,50.39,49.61,0.0,0.0
95637,Vauréal,0006,10,1073,500,462,46.6,47.84,52.16,0.0,0.0
95637,Vauréal,0007,10,1159,495,450,42.71,60.44,39.56,0.0,0.0
95637,Vauréal,0008,10,997,370,341,37.11,61.88,38.12,0.0,0.0
95637,Vauréal,0009,10,1118,362,342,32.38,71.05,28.95,0.0,0.0
95637,Vauréal,0010,10,957,384,364,40.13,51.92,48.08,0.0,0.0
95637,Vauréal,0011,10,913,411,380,45.02,49.74,50.26,0.0,0.0
95637,Vauréal,0012,10,958,402,378,41.96,59.26,40.74,0.0,0.0
95641,Vémars,0001,9,1803,708,619,39.27,49.6,0.0,0.0,50.4
95651,Vétheuil,0001,1,612,363,344,59.31,49.42,50.58,0.0,0.0
95652,Viarmes,0001,2,1425,626,581,43.93,42.69,57.31,0.0,0.0
95652,Viarmes,0002,2,1314,606,544,46.12,43.38,56.62,0.0,0.0
95652,Viarmes,0003,2,1295,579,507,44.71,39.45,60.55,0.0,0.0
95656,Vienne-en-Arthies,0001,1,334,200,183,59.88,40.44,59.56,0.0,0.0
95658,Vigny,0001,1,891,454,414,50.95,32.13,67.87,0.0,0.0
95660,Villaines-sous-Bois,0001,2,537,271,253,50.47,40.71,59.29,0.0,0.0
95675,Villeron,0001,9,808,389,344,48.14,42.73,0.0,0.0,57.27
95676,Villers-en-Arthies,0001,1,396,213,192,53.79,35.42,64.58,0.0,0.0
95678,Villiers-Adam,0001,2,606,342,307,56.44,31.27,68.73,0.0,0.0
95680,Villiers-le-Bel,0001,8,1185,410,391,34.6,68.29,31.71,0.0,0.0
95680,Villiers-le-Bel,0002,8,861,299,284,34.73,61.62,38.38,0.0,0.0
95680,Villiers-le-Bel,0003,8,894,321,309,35.91,46.28,53.72,0.0,0.0
