code_commune,nom_commune,num_bdv,code_circ,inscrits,votants,exprimes,participation,left,ctr,rgt,far
95002,Ableiges,0001,1,376,232,229,61.7,33.62,18.34,9.17,38.86
95002,Ableiges,0002,1,346,192,191,55.49,28.8,24.08,8.38,38.74
95008,Aincourt,0001,1,571,303,301,53.06,30.9,22.59,12.62,33.89
95011,Ambleville,0001,1,307,166,165,54.07,35.15,24.85,5.45,34.55
95012,Amenucourt,0001,1,148,81,80,54.73,20.0,22.5,5.0,52.5
95014,Andilly,0001,6,725,346,342,47.72,29.82,33.63,11.99,24.56
95014,Andilly,0002,6,782,432,425,55.24,22.59,41.88,19.53,16.0
95018,Argenteuil,0001,5,786,324,316,41.22,41.46,25.0,15.51,8.54
95018,Argenteuil,0002,5,890,436,430,48.99,58.14,25.12,5.35,6.74
95018,Argenteuil,0003,5,778,359,353,46.14,49.58,25.78,6.8,11.61
95018,Argenteuil,0004,5,903,393,387,43.52,48.84,21.45,16.02,10.59
95018,Argenteuil,0005,5,1123,442,432,39.36,53.47,21.76,9.72,9.03
95018,Argenteuil,0006,5,1068,382,362,35.77,53.87,24.03,8.56,8.29
95018,Argenteuil,0007,5,767,303,299,39.5,48.16,25.42,10.03,9.7
95018,Argenteuil,0008,5,924,388,378,41.99,54.5,17.72,10.58,10.05
95018,Argenteuil,0009,5,886,381,377,43.0,48.01,29.18,10.34,8.22
95018,Argenteuil,0010,5,1155,512,501,44.33,49.3,24.15,10.18,10.18
95018,Argenteuil,0011,5,979,466,455,47.6,40.0,32.53,9.67,11.87
95018,Argenteuil,0012,5,1209,506,498,41.85,46.79,25.5,10.04,12.65
95018,Argenteuil,0013,5,980,463,454,47.24,44.27,29.3,10.57,9.91
95018,Argenteuil,0014,5,833,283,280,33.97,48.57,12.86,8.93,20.71
95018,Argenteuil,0015,5,834,277,269,33.21,58.36,13.38,7.06,13.38
95018,Argenteuil,0016,5,999,337,327,33.73,59.02,8.87,4.28,18.04
95018,Argenteuil,0017,5,1059,415,404,39.19,52.72,18.81,10.89,13.37
95018,Argenteuil,0018,5,1180,389,380,32.97,49.74,22.89,8.16,13.16
95018,Argenteuil,0019,5,1259,506,496,40.19,49.6,23.39,8.27,12.5
95018,Argenteuil,0020,5,1098,468,458,42.62,46.29,27.73,8.3,12.66
95018,Argenteuil,0021,5,1063,440,435,41.39,40.0,24.83,13.79,14.94
95018,Argenteuil,0022,5,1088,377,359,34.65,48.75,18.66,11.7,15.04
95018,Argenteuil,0023,5,1168,509,500,43.58,43.4,27.2,14.0,11.0
95018,Argenteuil,0024,5,1040,417,411,40.1,40.88,23.36,13.38,12.9
95018,Argenteuil,0025,5,1035,430,416,41.55,40.14,22.36,18.51,11.54
95018,Argenteuil,0026,5,1168,521,516,44.61,36.05,24.22,16.67,16.86
95018,Argenteuil,0027,5,1118,549,544,49.11,29.96,21.88,30.7,13.24
95018,Argenteuil,0028,5,1312,360,346,27.44,63.01,11.56,10.12,9.54
95018,Argenteuil,0029,5,1084,312,303,28.78,64.69,14.52,6.6,7.59
95018,Argenteuil,0030,5,952,289,276,30.36,60.14,14.13,7.97,10.51
95018,Argenteuil,0031,5,1040,286,282,27.5,61.7,12.41,8.51,9.22
