code_commune,nom_commune,num_bdv,code_circ,inscrits,votants,exprimes,participation,left,ctr,rgt,far
95210,Enghien-les-Bains,1,6,914,447,446,48.91,17.26,43.95,24.22,8.74
95210,Enghien-les-Bains,2,6,911,450,448,49.4,21.65,41.74,25.89,7.14
95210,Enghien-les-Bains,3,6,1038,527,516,50.77,23.45,41.47,24.42,8.91
95210,Enghien-les-Bains,4,6,964,559,554,57.99,16.25,43.32,30.14,5.96
95210,Enghien-les-Bains,5,6,966,487,483,50.41,12.42,47.62,32.3,6.0
95210,Enghien-les-Bains,6,6,1015,559,557,55.07,9.87,42.91,41.65,3.41
95210,Enghien-les-Bains,7,6,984,534,529,54.27,14.74,44.99,26.65,8.51
95210,Enghien-les-Bains,8,6,734,376,372,51.23,14.78,41.4,33.87,6.99
95210,Enghien-les-Bains,9,6,751,428,427,56.99,9.13,47.54,34.89,4.92
95211,Ennery,1,1,806,443,436,54.96,18.12,43.58,28.44,8.26
95211,Ennery,2,1,765,403,395,52.68,18.99,41.52,24.05,14.43
95212,Epiais-lès-Louvres,1,9,71,36,36,50.7,5.56,19.44,55.56,16.67
95213,Epiais-Rhus,1,1,560,304,303,54.29,22.77,33.33,22.77,19.14
95214,Epinay-Champlâtreux,1,9,49,32,32,65.31,6.25,21.88,21.88,37.5
95218,Eragny,1,2,920,461,454,50.11,27.97,36.34,25.33,8.37
95218,Eragny,2,2,750,356,346,47.47,25.14,43.64,16.76,11.85
95218,Eragny,3,2,1146,534,528,46.6,24.43,37.69,21.02,12.88
95218,Eragny,4,2,1391,492,481,35.37,29.52,39.71,12.47,15.18
95218,Eragny,5,2,1176,563,551,47.87,29.04,35.03,17.97,14.52
95218,Eragny,6,2,1239,612,596,49.39,21.64,40.6,22.32,13.42
95218,Eragny,7,2,1190,465,456,39.08,36.62,36.84,10.96,12.28
95218,Eragny,8,2,1291,654,648,50.66,22.22,46.45,17.59,12.81
95218,Eragny,9,2,1109,469,458,42.29,27.07,38.86,17.03,15.07
95218,Eragny,10,2,1044,422,416,40.42,27.64,35.82,20.19,14.18
95219,Ermont,1,4,798,338,336,42.36,23.21,47.32,11.9,13.1
95219,Ermont,2,4,1202,577,572,48.0,21.15,42.48,18.01,13.46
95219,Ermont,3,4,896,414,406,46.21,22.41,41.87,15.76,14.29
95219,Ermont,4,4,1043,565,556,54.17,23.56,48.74,15.47,7.73
95219,Ermont,5,4,816,470,463,57.6,25.49,43.2,16.41,9.94
95219,Ermont,6,4,742,375,371,50.54,28.3,47.71,9.43,8.63
95219,Ermont,7,4,872,481,480,55.16,22.29,50.83,17.71,6.46
95219,Ermont,8,4,838,485,479,57.88,22.76,47.18,19.0,6.47
95219,Ermont,9,4,1070,389,379,36.36,25.33,43.27,11.87,14.25
95219,Ermont,10,4,1036,394,381,38.03,22.83,44.36,9.45,17.59
95219,Ermont,11,4,1035,447,443,43.19,21.9,49.89,13.09,11.29
95219,Ermont,12,4,1073,583,578,54.33,23.36,49.65,16.09,7.44
95219,Ermont,13,4,962,316,312,32.85,25.64,34.29,15.38,18.91
95219,Ermont,14,4,905,274,269,30.28,32.34,40.89,8.92,13.38
95219,Ermont,15,4,1130,543,531,48.05,24.67,42.94,14.88,11.3
95219,Ermont,16,4,932,548,540,58.8,22.78,43.89,15.74,12.59
95219,Ermont,17,4,1000,283,275,28.3,30.55,38.55,12.0,13.09
95219,Ermont,18,4,1060,383,373,36.13,23.59,47.18,10.72,13.14
95219,Ermont,19,4,795,426,420,53.58,23.81,40.95,18.33,12.38
95219,Ermont,20,4,875,468,464,53.49,25.65,44.4,16.38,10.56
95229,Ezanville,1,7,1434,718,704,50.07,28.41,37.5,21.88,10.23
95229,Ezanville,2,7,1241,375,367,30.22,34.6,30.25,16.89,14.71
95229,Ezanville,3,7,1266,597,587,47.16,27.26,37.14,22.66,11.58
95229,Ezanville,4,7,1402,651,642,46.43,27.88,38.01,21.5,10.28
95229,Ezanville,5,7,1052,557,553,52.95,28.03,38.16,19.89,12.12
95241,Fontenay-en-Parisis,1,9,1166,540,532,46.31,24.62,36.84,12.78,23.12
95250,Fosses,1,9,942,375,369,39.81,31.44,25.2,17.62,19.51
95250,Fosses,2,9,1122,443,434,39.48,36.18,27.42,14.75,18.2
95250,Fosses,3,9,890,389,385,43.71,32.47,25.97,21.82,15.06
95250,Fosses,4,9,879,348,341,39.59,36.36,29.33,16.13,14.37
95250,Fosses,5,9,530,228,224,43.02,29.02,33.04,16.52,18.75
95250,Fosses,6,9,1012,357,351,35.28,32.48,26.78,18.52,17.38
95250,Fosses,7,9,950,454,446,47.79,30.94,29.37,21.08,15.47
95252,Franconville,1,4,896,394,385,43.97,23.12,43.9,12.47,16.88
95252,Franconville,2,4,732,264,259,36.07,22.78,26.64,24.71,20.85
95252,Franconville,3,4,1061,466,461,43.92,19.09,37.31,17.14,20.82
95252,Franconville,4,4,909,243,235,26.73,36.6,40.0,5.53,15.32
95252,Franconville,5,4,828,303,299,36.59,30.77,30.43,12.71,20.4
95252,Franconville,6,4,1012,369,360,36.46,25.28,28.33,19.17,17.5
95252,Franconville,7,4,1032,504,494,48.84,22.06,36.23,24.09,13.56
95252,Franconville,8,4,1098,567,562,51.64,22.24,48.75,17.44,7.83
95252,Franconville,9,4,979,485,477,49.54,22.22,40.67,19.5,11.32
95252,Franconville,10,4,948,418,410,44.09,20.49,42.2,16.83,15.12
95252,Franconville,11,4,987,451,449,45.69,29.18,34.3,12.03,17.37
95252,Franconville,12,4,1003,433,422,43.17,23.22,45.5,18.25,9.48
95252,Franconville,13,4,924,310,302,33.55,35.76,35.43,8.28,14.24
95252,Franconville,14,4,906,331,330,36.53,26.06,41.21,11.21,15.15
95252,Franconville,15,4,1184,558,545,47.13,21.1,45.5,16.15,11.74
95252,Franconville,16,4,1025,496,486,48.39,26.34,38.89,16.87,13.17
95252,Franconville,17,4,1143,493,489,43.13,25.15,38.85,11.66,17.18
95252,Franconville,18,4,1003,503,495,50.15,21.01,42.42,19.39,13.33
95252,Franconville,19,4,1108,536,520,48.38,21.15,41.54,21.15,12.5
95252,Franconville,20,4,1023,484,479,47.31,19.0,40.5,16.08,19.62
95252,Franconville,21,4,1076,415,405,38.57,23.21,42.22,13.09,17.04
95252,Franconville,22,4,922,446,437,48.37,27.46,40.5,11.44,14.87
95253,Frémainville,1,1,375,211,208,56.27,29.81,37.98,16.83,14.42
95254,Frémécourt,1,1,414,206,202,49.76,18.32,31.68,22.77,25.74
95256,Frépillon,1,3,1132,560,555,49.47,25.05,37.3,14.23,19.82
95256,Frépillon,2,3,1118,537,527,48.03,18.98,44.21,16.89,15.37
95257,La Frette-sur-Seine,1,3,1148,603,597,52.53,28.48,40.2,16.42,8.21
95257,La Frette-sur-Seine,2,3,1272,720,711,56.6,19.97,41.63,18.14,11.81
