code_commune,nom_commune,num_bdv,code_circ,inscrits,votants,exprimes,participation,pr2_macron,pr2_lepen
95572,Saint-Ouen-l'Aumône,0005,2,1132,740,666,65.37,69.67,30.33
95572,Saint-Ouen-l'Aumône,0006,2,1216,804,731,66.12,66.89,33.11
95572,Saint-Ouen-l'Aumône,0007,2,1273,679,611,53.34,66.12,33.88
95572,Saint-Ouen-l'Aumône,0008,2,886,528,486,59.59,68.11,31.89
95572,Saint-Ouen-l'Aumône,0009,2,1202,824,757,68.55,64.46,35.54
95572,Saint-Ouen-l'Aumône,0010,2,992,740,666,74.6,67.72,32.28
95572,Saint-Ouen-l'Aumône,0011,2,882,568,508,64.4,62.8,37.2
95572,Saint-Ouen-l'Aumône,0012,2,1132,665,617,58.75,64.99,35.01
95574,Saint-Prix,0001,4,807,606,554,75.09,67.15,32.85
95574,Saint-Prix,0002,4,878,563,505,64.12,59.8,40.2
95574,Saint-Prix,0003,4,867,628,591,72.43,70.05,29.95
95574,Saint-Prix,0004,4,846,623,558,73.64,67.92,32.08
95574,Saint-Prix,0005,4,829,610,572,73.58,69.93,30.07
95574,Saint-Prix,0006,4,552,405,374,73.37,66.31,33.69
95574,Saint-Prix,0007,4,786,576,540,73.28,72.22,27.78
95580,Saint-Witz,0001,9,914,693,655,75.82,64.27,35.73
95580,Saint-Witz,0002,9,1026,764,727,74.46,70.15,29.85
95582,Sannois,0001,6,1013,667,604,65.84,71.36,28.64
95582,Sannois,0002,6,1140,773,699,67.81,70.67,29.33
95582,Sannois,0003,6,804,543,500,67.54,73.8,26.2
95582,Sannois,0004,6,1072,725,670,67.63,65.07,34.93
95582,Sannois,0005,6,1207,859,792,71.17,69.32,30.68
95582,Sannois,0006,6,1089,755,712,69.33,65.73,34.27
95582,Sannois,0007,6,954,607,556,63.63,63.85,36.15
95582,Sannois,0008,6,771,427,389,55.38,67.1,32.9
95582,Sannois,0009,6,1211,809,742,66.8,68.6,31.4
95582,Sannois,0010,6,903,561,522,62.13,68.97,31.03
95582,Sannois,0011,6,1090,799,734,73.3,71.53,28.47
95582,Sannois,0012,6,1028,742,677,72.18,72.08,27.92
95582,Sannois,0013,6,866,668,617,77.14,72.77,27.23
95582,Sannois,0014,6,927,651,603,70.23,78.44,21.56
95582,Sannois,0015,6,823,621,578,75.46,68.69,31.31
95582,Sannois,0016,6,862,620,573,71.93,69.98,30.02
95582,Sannois,0017,6,782,496,467,63.43,72.59,27.41
95584,Santeuil,0001,1,497,405,371,81.49,60.65,39.35
95585,Sarcelles,0004,7,779,475,448,60.98,60.71,39.29
95585,Sarcelles,0005,7,924,474,417,51.3,70.98,29.02
95585,Sarcelles,0009,7,1226,700,649,57.1,61.17,38.83
95585,Sarcelles,0016,7,763,401,363,52.56,76.03,23.97
95585,Sarcelles,0018,7,685,344,315,50.22,74.6,25.4
95585,Sarcelles,0020,7,1009,548,486,54.31,74.49,25.51
95585,Sarcelles,0021,7,823,433,405,52.61,76.05,23.95
95585,Sarcelles,0022,7,876,461,429,52.63,82.05,17.95
95585,Sarcelles,0024,7,996,479,452,48.09,78.32,21.68
95585,Sarcelles,0025,7,982,467,440,47.56,77.73,22.27
95585,Sarcelles,0026,7,867,449,402,51.79,61.44,38.56
95585,Sarcelles,0027,7,517,284,273,54.93,75.46,24.54
95585,Sarcelles,0028,7,751,356,339,47.4,72.57,27.43
95585,Sarcelles,0029,7,876,470,430,53.65,73.02,26.98
95585,Sarcelles,0030,7,972,497,456,51.13,75.44,24.56
95585,Sarcelles,0001,8,1057,662,614,62.63,56.35,43.65
95585,Sarcelles,0002,8,1099,675,615,61.42,61.46,38.54
95585,Sarcelles,0003,8,992,662,611,66.73,63.01,36.99
95585,Sarcelles,0006,8,984,602,554,61.18,56.5,43.5
95585,Sarcelles,0007,8,1182,766,712,64.81,53.23,46.77
95585,Sarcelles,0008,8,1232,728,678,59.09,57.08,42.92
95585,Sarcelles,0010,8,953,567,520,59.5,73.08,26.92
95585,Sarcelles,0011,8,973,601,568,61.77,63.03,36.97
95585,Sarcelles,0012,8,889,458,414,51.52,68.12,31.88
95585,Sarcelles,0013,8,1014,520,470,51.28,69.79,30.21
95585,Sarcelles,0014,8,1063,563,514,52.96,73.15,26.85
95585,Sarcelles,0015,8,935,474,438,50.7,82.19,17.81
95585,Sarcelles,0017,8,931,473,424,50.81,66.75,33.25
95585,Sarcelles,0019,8,1156,616,550,53.29,66.73,33.27
95585,Sarcelles,0023,8,795,376,338,47.3,73.67,26.33
95592,Seraincourt,0001,1,988,767,701,77.63,57.77,42.23
95594,Seugy,0001,2,769,604,552,78.54,55.43,44.57
95598,Soisy-sous-Montmorency,0001,6,1407,992,921,70.5,68.4,31.6
95598,Soisy-sous-Montmorency,0002,6,1259,907,835,72.04,72.1,27.9
95598,Soisy-sous-Montmorency,0003,6,1476,1059,986,71.75,69.98,30.02
95598,Soisy-sous-Montmorency,0004,6,1293,874,807,67.59,73.48,26.52
95598,Soisy-sous-Montmorency,0005,6,953,550,505,57.71,70.3,29.7
95598,Soisy-sous-Montmorency,0006,6,1248,930,871,74.52,76.81,23.19
95598,Soisy-sous-Montmorency,0007,6,1047,710,660,67.81,73.64,26.36
95598,Soisy-sous-Montmorency,0008,6,984,599,538,60.87,66.54,33.46
95598,Soisy-sous-Montmorency,0009,6,1281,807,740,63.0,68.65,31.35
95598,Soisy-sous-Montmorency,0010,6,786,440,392,55.98,70.66,29.34
95604,Survilliers,0001,9,1455,1006,916,69.14,49.67,50.33
95604,Survilliers,0002,9,935,678,614,72.51,52.12,47.88
95607,Taverny,0001,3,1043,753,687,72.2,71.62,28.38
95607,Taverny,0002,3,878,632,581,71.98,66.27,33.73
95607,Taverny,0003,3,739,537,488,72.67,66.6,33.4
95607,Taverny,0004,3,1101,830,764,75.39,72.25,27.75
95607,Taverny,0005,3,1141,856,797,75.02,66.5,33.5
95607,Taverny,0006,3,1004,655,598,65.24,70.4,29.6
95607,Taverny,0007,3,1053,701,628,66.57,61.62,38.38
95607,Taverny,0008,3,1061,744,677,70.12,67.36,32.64
95607,Taverny,0009,3,946,651,585,68.82,59.49,40.51
95607,Taverny,0010,3,1075,795,718,73.95,61.84,38.16
95607,Taverny,0011,3,976,692,620,70.9,60.81,39.19
95607,Taverny,0012,3,1040,793,719,76.25,66.62,33.38
95607,Taverny,0013,3,863,559,500,64.77,73.0,27.0
95607,Taverny,0014,3,829,555,502,66.95,64.54,35.46
95607,Taverny,0015,3,632,466,425,73.73,67.06,32.94
95607,Taverny,0016,3,1051,744,668,70.79,63.47,36.53
95607,Taverny,0017,3,1031,748,692,72.55,66.33,33.67
95607,Taverny,0018,3,854,636,574,74.47,67.07,32.93
95610,Théméricourt,0001,1,233,175,162,75.11,69.14,30.86
95611,Theuville,0001,1,27,25,25,92.59,28.0,72.0
95612,Le Thillay,0001,9,838,552,507,65.87,47.93,52.07
95612,Le Thillay,0002,9,770,506,462,65.71,48.7,51.3
95612,Le Thillay,0003,9,822,524,474,63.75,51.27,48.73
95625,Us,0001,1,960,757,680,78.85,57.06,42.94
95627,Vallangoujard,0001,1,447,367,342,82.1,59.36,40.64
95628,Valmondois,0001,1,968,736,663,76.03,58.67,41.33
95633,Vaudherland,0001,9,59,42,39,71.19,17.95,82.05
95637,Vauréal,0001,10,1041,718,651,68.97,74.65,25.35
95637,Vauréal,0002,10,862,624,573,72.39,76.27,23.73
95637,Vauréal,0003,10,862,665,607,77.15,78.25,21.75
95637,Vauréal,0004,10,844,580,535,68.72,72.9,27.1
95637,Vauréal,0005,10,777,577,523,74.26,68.45,31.55
95637,Vauréal,0006,10,1063,749,688,70.46,72.09,27.91
95637,Vauréal,0007,10,1148,789,711,68.73,68.78,31.22
95637,Vauréal,0008,10,998,598,539,59.92,67.53,32.47
95637,Vauréal,0009,10,1100,644,575,58.55,72.17,27.83
95637,Vauréal,0010,10,958,645,587,67.33,69.68,30.32
95637,Vauréal,0011,10,916,662,612,72.27,74.67,25.33
95637,Vauréal,0012,10,960,624,573,65.0,76.44,23.56
95641,Vémars,0001,9,1785,1200,1083,67.23,48.66,51.34
95651,Vétheuil,0001,1,608,474,432,77.96,66.67,33.33
95652,Viarmes,0001,2,1429,1032,963,72.22,52.13,47.87
95652,Viarmes,0002,2,1306,939,850,71.9,53.76,46.24
95652,Viarmes,0003,2,1291,949,885,73.51,52.32,47.68
95656,Vienne-en-Arthies,0001,1,332,274,247,82.53,57.49,42.51
95658,Vigny,0001,1,888,673,626,75.79,62.46,37.54
95660,Villaines-sous-Bois,0001,2,536,418,386,77.99,49.74,50.26
95675,Villeron,0001,9,796,601,546,75.5,46.15,53.85
95676,Villers-en-Arthies,0001,1,389,319,288,82.01,51.74,48.26
95678,Villiers-Adam,0001,2,605,497,444,82.15,55.86,44.14
95680,Villiers-le-Bel,0001,8,1164,680,630,58.42,62.38,37.62
95680,Villiers-le-Bel,0002,8,864,501,456,57.99,65.79,34.21
95680,Villiers-le-Bel,0003,8,887,566,543,63.81,70.35,29.65
95680,Villiers-le-Bel,0004,8,680,428,395,62.94,70.89,29.11
95680,Villiers-le-Bel,0005,8,909,552,488,60.73,61.27,38.73
95680,Villiers-le-Bel,0006,8,1201,666,596,55.45,69.97,30.03
95680,Villiers-le-Bel,0007,8,976,530,481,54.3,70.89,29.11
95680,Villiers-le-Bel,0008,8,995,636,580,63.92,66.72,33.28
95680,Villiers-le-Bel,0009,8,1036,567,529,54.73,75.8,24.2
95680,Villiers-le-Bel,0010,8,881,498,453,56.53,71.96,28.04
95680,Villiers-le-Bel,0011,8,1227,731,676,59.58,63.91,36.09
95680,Villiers-le-Bel,0012,8,912,585,535,64.14,63.18,36.82
95680,Villiers-le-Bel,0013,8,682,375,340,54.99,72.06,27.94
95682,Villiers-le-Sec,0001,9,110,84,80,76.36,62.5,37.5
95690,Wy-dit-Joli-Village,0001,1,285,232,215,81.4,60.0,40.0
