code_commune,nom_commune,num_bdv,code_circ,inscrits,votants,exprimes,participation,eu_left,eu_ctr,eu_lr,eu_rn
95063,Bezons,9,5,959,374,369,39.0,60.7,7.86,2.17,22.22
95063,Bezons,10,5,956,369,359,38.6,52.09,7.52,1.95,30.64
95063,Bezons,11,5,961,380,373,39.54,65.15,5.9,2.68,20.91
95063,Bezons,12,5,1295,547,541,42.24,59.89,5.18,2.4,27.17
95063,Bezons,13,5,992,402,398,40.52,54.52,5.78,3.02,29.15
95063,Bezons,14,5,1029,465,454,45.19,63.44,7.93,3.52,18.94
95063,Bezons,15,5,951,396,390,41.64,57.18,8.97,2.56,23.85
95063,Bezons,16,5,974,404,393,41.48,52.93,7.12,5.34,24.17
95063,Bezons,17,5,949,391,383,41.2,66.06,5.22,1.57,19.32
95074,Boisemont,1,10,630,360,351,57.14,31.62,16.81,11.4,32.48
95078,Boissy-l'Aillerie,1,10,1375,761,740,55.35,36.22,15.14,7.7,35.14
95088,Bonneuil-en-France,1,8,584,252,243,43.15,41.15,8.23,1.65,41.15
95091,Bouffémont,1,7,924,465,458,50.32,43.89,13.54,3.28,34.5
95091,Bouffémont,2,7,970,421,408,43.4,49.02,9.8,2.94,32.11
95091,Bouffémont,3,7,652,384,374,58.9,38.24,19.25,6.42,31.28
95091,Bouffémont,4,7,956,490,480,51.26,46.88,11.04,4.58,28.12
95091,Bouffémont,5,7,821,474,466,57.73,40.56,15.45,5.79,34.98
95094,Bouqueval,1,9,197,102,102,51.78,24.51,8.82,0.0,59.8
95101,Bray-et-Lû,1,1,622,346,339,55.63,27.43,6.78,3.54,53.1
95102,Bréançon,1,1,327,211,205,64.53,17.07,19.02,10.73,44.39
95110,Brignancourt,1,1,202,116,114,57.43,22.81,7.89,9.65,50.0
95116,Bruyères-sur-Oise,1,1,946,393,382,41.54,38.48,8.64,2.36,42.67
95116,Bruyères-sur-Oise,2,1,912,399,389,43.75,40.36,9.51,2.06,42.93
95116,Bruyères-sur-Oise,3,1,1086,516,498,47.51,39.56,9.84,3.21,40.16
95119,Buhy,1,1,224,131,127,58.48,13.39,15.75,8.66,51.18
95120,Butry-sur-Oise,1,1,740,423,411,57.16,32.6,16.79,5.35,36.74
95120,Butry-sur-Oise,2,1,954,544,536,57.02,35.26,12.13,5.41,40.49
95127,Cergy,1,10,956,296,292,30.96,70.21,7.88,4.45,11.99
95127,Cergy,2,10,718,283,277,39.42,61.37,11.19,4.69,16.61
95127,Cergy,3,10,859,300,294,34.92,70.75,6.12,3.06,14.29
95127,Cergy,4,10,529,190,184,35.92,61.96,9.78,3.8,19.02
95127,Cergy,5,10,1157,436,422,37.68,54.74,10.43,5.45,23.93
95127,Cergy,6,10,887,320,316,36.08,66.14,6.96,2.22,18.04
95127,Cergy,7,10,1017,375,363,36.87,61.71,9.92,2.75,18.73
95127,Cergy,8,10,1009,429,424,42.52,58.02,10.85,2.83,19.58
95127,Cergy,9,10,1017,538,532,52.9,53.76,18.61,4.14,16.54
95127,Cergy,10,10,919,523,516,56.91,44.38,23.84,6.59,17.64
95127,Cergy,11,10,854,424,416,49.65,56.25,16.59,3.61,17.31
95127,Cergy,12,10,987,318,309,32.22,76.7,4.53,0.65,12.3
95127,Cergy,13,10,1021,491,485,48.09,58.76,9.07,3.51,23.09
95127,Cergy,14,10,768,332,323,43.23,53.56,16.1,6.5,18.58
95127,Cergy,15,10,757,299,292,39.5,63.36,7.53,3.42,20.55
95127,Cergy,16,10,848,322,316,37.97,63.92,5.7,2.22,23.1
95127,Cergy,17,10,675,368,365,54.52,58.08,9.86,4.66,19.18
95127,Cergy,18,2,770,470,464,61.04,47.2,17.67,5.6,22.63
95127,Cergy,19,2,818,486,479,59.41,39.04,20.46,8.98,25.47
95127,Cergy,20,2,1038,582,575,56.07,49.57,12.7,8.87,23.48
95127,Cergy,21,2,1015,407,399,40.1,59.65,7.77,2.76,22.06
95127,Cergy,22,2,647,285,282,44.05,66.31,10.64,3.9,15.96
95127,Cergy,23,2,744,303,295,40.73,56.27,9.83,5.76,21.02
95127,Cergy,24,2,878,355,349,40.43,66.19,8.6,3.72,17.19
95127,Cergy,25,2,384,222,212,57.81,58.02,10.85,5.19,19.81
95127,Cergy,26,2,1154,566,557,49.05,59.25,13.82,3.77,18.31
95127,Cergy,27,2,803,447,442,55.67,52.94,14.03,6.79,20.36
95127,Cergy,28,10,965,396,384,41.04,56.25,9.9,4.43,22.4
95127,Cergy,29,10,905,287,275,31.71,74.18,5.09,2.18,12.73
95127,Cergy,30,10,928,356,352,38.36,59.66,9.94,3.69,20.45
95127,Cergy,31,2,823,418,409,50.79,53.79,15.89,5.62,20.05
95127,Cergy,32,10,781,307,300,39.31,64.0,8.33,3.33,18.0
95127,Cergy,33,10,1035,406,395,39.23,58.73,10.13,4.81,22.03
95127,Cergy,34,10,914,366,359,40.04,58.5,9.19,3.34,19.5
95127,Cergy,35,10,966,414,407,42.86,58.48,11.06,4.67,21.38
95134,Champagne-sur-Oise,1,1,866,490,481,56.58,30.15,19.96,7.07,33.89
95134,Champagne-sur-Oise,2,1,937,476,471,50.8,29.72,14.01,8.28,39.92
95134,Champagne-sur-Oise,3,1,929,445,437,47.9,32.72,7.55,5.49,44.85
95134,Champagne-sur-Oise,4,1,999,491,479,49.15,31.73,11.48,6.05,42.8
95139,La Chapelle-en-Vexin,1,1,228,123,119,53.95,20.17,12.61,4.2,54.62
95141,Charmont,1,1,30,21,21,70.0,19.05,14.29,14.29,33.33
95142,Chars,1,1,1190,692,680,58.15,26.76,10.59,5.88,47.35
95144,Châtenay-en-France,1,9,51,38,38,74.51,21.05,28.95,5.26,42.11
95149,Chaumontel,1,9,1389,744,727,53.56,29.16,12.65,5.09,46.49
95149,Chaumontel,2,9,1322,692,682,52.34,24.93,11.29,6.01,50.59
95150,Chaussy,1,1,477,284,280,59.54,32.5,16.07,6.43,37.14
95151,Chauvry,1,3,224,153,153,68.3,33.33,12.42,8.5,38.56
95154,Chennevières-lès-Louvres,1,9,207,124,119,59.9,26.89,6.72,3.36,52.94
95157,Chérence,1,1,151,114,111,75.5,28.83,13.51,14.41,34.23
95166,Cléry-en-Vexin,1,1,335,179,177,53.43,25.99,10.17,7.91,46.33
95169,Commeny,1,1,476,290,289,60.92,26.99,13.84,11.42,39.1
95170,Condécourt,1,1,384,250,247,65.1,23.08,12.15,7.69,46.15
95176,Cormeilles-en-Parisis,1,3,814,418,411,51.35,40.88,12.65,9.25,27.74
95176,Cormeilles-en-Parisis,2,3,1000,597,593,59.7,39.12,17.2,7.25,27.99
95176,Cormeilles-en-Parisis,3,3,986,513,506,52.03,45.85,9.88,6.52,29.45
95176,Cormeilles-en-Parisis,4,3,926,480,467,51.84,42.18,14.35,6.64,28.91
95176,Cormeilles-en-Parisis,5,3,917,541,534,59.0,34.46,18.91,8.24,32.77
95176,Cormeilles-en-Parisis,6,3,1089,588,579,53.99,37.13,17.44,7.94,30.92
95176,Cormeilles-en-Parisis,7,3,847,440,429,51.95,42.19,13.29,10.49,26.34
95176,Cormeilles-en-Parisis,8,3,975,522,517,53.54,36.75,21.28,8.51,28.82
95176,Cormeilles-en-Parisis,9,3,996,570,558,57.23,31.9,15.05,9.14,37.46
95176,Cormeilles-en-Parisis,10,3,990,580,569,58.59,35.68,19.86,8.79,28.47
95176,Cormeilles-en-Parisis,11,3,952,567,555,59.56,38.2,18.2,10.63,29.01
95176,Cormeilles-en-Parisis,12,3,940,450,442,47.87,46.61,17.19,6.33,24.43
95176,Cormeilles-en-Parisis,13,3,944,509,495,53.92,35.35,12.73,7.07,38.59
95176,Cormeilles-en-Parisis,14,3,851,466,461,54.76,36.23,21.48,7.38,29.07
95176,Cormeilles-en-Parisis,15,3,1177,655,643,55.65,44.32,12.6,6.38,32.19
95176,Cormeilles-en-Parisis,16,3,1049,527,515,50.24,42.72,14.17,7.77,29.71
95176,Cormeilles-en-Parisis,17,3,947,413,406,43.61,36.45,12.81,6.9,36.7
95176,Cormeilles-en-Parisis,18,,954,514,508,53.88,40.75,9.06,7.48,33.46
95177,Cormeilles-en-Vexin,1,1,908,525,514,57.82,22.18,10.89,8.95,49.42
95181,Courcelles-sur-Viosne,1,1,234,151,145,64.53,26.9,18.62,10.34,35.17
95183,Courdimanche,1,10,896,482,478,53.79,38.49,18.41,5.23,31.17
95183,Courdimanche,2,10,969,481,469,49.64,51.6,16.84,5.76,20.47
95183,Courdimanche,3,10,950,417,410,43.89,51.71,11.95,4.15,25.12
95183,Courdimanche,4,10,861,494,492,57.38,35.98,18.09,13.41,25.61
95183,Courdimanche,5,10,905,415,410,45.86,51.22,11.95,4.15,24.63
95197,Deuil-la-Barre,1,6,1006,520,512,51.69,42.97,13.87,5.47,31.45
95197,Deuil-la-Barre,2,6,930,564,554,60.65,43.68,17.15,8.66,24.55
95197,Deuil-la-Barre,3,6,905,405,397,44.75,40.05,14.61,11.08,27.2
95197,Deuil-la-Barre,4,6,931,486,479,52.2,48.02,16.49,7.93,21.71
95197,Deuil-la-Barre,5,6,937,488,486,52.08,47.74,13.79,7.82,24.07
95197,Deuil-la-Barre,6,6,1057,580,571,54.87,40.46,11.73,9.63,30.65
95197,Deuil-la-Barre,7,6,706,365,356,51.7,47.75,19.94,3.93,22.19
95197,Deuil-la-Barre,8,6,981,533,526,54.33,40.87,15.97,9.89,26.24
95197,Deuil-la-Barre,9,6,826,349,346,42.25,49.42,10.69,3.76,29.48
95197,Deuil-la-Barre,10,6,946,388,379,41.01,59.37,9.76,4.22,20.32
95197,Deuil-la-Barre,11,6,1039,337,329,32.44,61.09,11.25,5.47,18.24
95197,Deuil-la-Barre,12,6,895,421,413,47.04,41.16,15.01,7.99,30.99
95197,Deuil-la-Barre,13,6,1122,618,611,55.08,44.35,12.44,8.35,26.84
95197,Deuil-la-Barre,14,6,993,538,535,54.18,46.73,12.34,8.41,24.3
95197,Deuil-la-Barre,15,6,803,433,426,53.92,41.08,16.43,6.34,29.81
95197,Deuil-la-Barre,16,6,705,307,302,43.55,61.92,13.58,3.31,16.23
95199,Domont,1,7,961,517,505,53.8,35.84,17.03,8.51,29.7
95199,Domont,2,7,1175,515,504,43.83,39.09,12.1,3.37,38.49
95199,Domont,3,7,790,410,405,51.9,34.07,13.09,6.67,39.75
95199,Domont,4,7,1089,576,564,52.89,30.32,13.3,6.74,40.96
95199,Domont,5,7,845,471,467,55.74,36.83,15.85,7.28,34.05
95199,Domont,6,7,1357,709,696,52.25,39.8,13.36,4.89,33.19
95199,Domont,7,7,1486,660,638,44.41,38.71,10.5,4.86,36.52
95199,Domont,8,7,742,366,358,49.33,36.59,18.72,8.1,28.49
95199,Domont,9,7,770,463,455,60.13,30.55,15.6,10.99,37.58
95199,Domont,10,7,988,454,442,45.95,33.94,9.05,5.43,42.08
95203,Eaubonne,1,4,1354,780,768,57.61,40.1,16.54,7.94,24.61
95203,Eaubonne,2,4,1054,581,564,55.12,45.21,14.89,9.57,23.94
95203,Eaubonne,3,4,1295,830,811,64.09,41.31,16.4,10.48,25.15
95203,Eaubonne,4,4,1215,711,696,58.52,40.23,20.26,6.9,25.14
95203,Eaubonne,5,4,1278,847,842,66.28,40.97,19.95,10.93,22.8
95203,Eaubonne,6,4,1214,666,654,54.86,45.72,15.29,6.12,25.99
95203,Eaubonne,7,4,1071,432,415,40.34,44.1,12.05,4.1,29.4
95203,Eaubonne,8,4,996,522,509,52.41,35.17,20.43,7.86,31.04
95203,Eaubonne,9,4,1437,636,619,44.26,42.65,10.18,6.79,32.96
95203,Eaubonne,10,4,1196,553,543,46.24,41.07,13.81,7.55,31.86
95203,Eaubonne,11,4,1051,536,525,51.0,41.9,16.0,7.43,26.86
95203,Eaubonne,12,4,1311,761,738,58.05,39.16,18.43,7.72,28.05
95203,Eaubonne,13,4,915,512,503,55.96,42.94,23.06,8.35,17.3
95203,Eaubonne,14,4,903,458,452,50.72,41.81,15.04,6.19,32.74
95205,Ecouen,1,7,1490,689,684,46.24,40.79,9.8,3.07,39.91
95205,Ecouen,2,7,929,477,467,51.35,41.54,13.7,4.93,30.62
95205,Ecouen,3,7,1356,637,621,46.98,45.25,6.76,2.58,39.13
95205,Ecouen,4,7,1092,593,576,54.3,40.45,14.41,5.38,33.51
95210,Enghien-les-Bains,1,6,852,490,486,57.51,32.3,14.81,12.96,32.3
95210,Enghien-les-Bains,2,6,909,532,526,58.53,44.3,14.64,10.65,25.1
95210,Enghien-les-Bains,3,6,984,584,577,59.35,40.38,15.94,10.75,25.48
95210,Enghien-les-Bains,4,6,892,559,552,62.67,43.3,17.93,10.87,23.19
95210,Enghien-les-Bains,5,6,911,575,568,63.12,33.8,18.66,10.92,29.4
95210,Enghien-les-Bains,6,6,866,540,534,62.36,26.59,23.78,14.23,30.15
95210,Enghien-les-Bains,7,6,928,547,536,58.94,43.66,17.35,10.26,22.57
95210,Enghien-les-Bains,8,6,652,408,401,62.58,27.68,17.21,14.96,34.66
95210,Enghien-les-Bains,9,6,684,412,403,60.23,30.02,21.09,18.36,25.81
95211,Ennery,1,1,755,457,446,60.53,30.94,16.82,11.43,34.53
95211,Ennery,2,1,827,511,499,61.79,22.65,16.43,8.82,40.68
95212,Epiais-lès-Louvres,1,9,92,62,60,67.39,25.0,8.33,5.0,48.33
95213,Epiais-Rhus,1,1,551,347,340,62.98,24.71,16.47,7.94,43.24
95214,Epinay-Champlâtreux,1,9,34,16,16,47.06,0.0,43.75,12.5,37.5
95218,Eragny,1,2,1023,534,524,52.2,40.27,13.17,10.5,29.2
95218,Eragny,2,2,937,451,441,48.13,39.23,16.1,5.67,31.52
95218,Eragny,3,2,1109,511,501,46.08,42.32,15.57,6.19,29.54
95218,Eragny,4,2,1455,495,479,34.02,53.24,11.06,3.34,24.43
