code_commune,nom_commune,num_bdv,code_circ,inscrits,votants,exprimes,participation,pr_left,pr_macron,pr_pec,pr_lepen,pr_zem,pr_other
95018,Argenteuil,0041,5,1336,878,865,65.72,65.78,16.99,1.27,11.91,2.08,1.97
95018,Argenteuil,0042,5,1125,768,753,68.27,58.17,22.18,2.52,13.41,1.86,1.86
95018,Argenteuil,0043,5,1028,707,692,68.77,54.91,20.81,3.61,12.86,4.91,2.89
95018,Argenteuil,0044,5,962,646,636,67.15,63.52,18.71,1.42,11.79,3.77,0.79
95018,Argenteuil,0045,5,1295,904,889,69.81,61.3,20.36,2.59,9.56,4.5,1.69
95018,Argenteuil,0046,5,1006,715,697,71.07,62.7,18.65,2.15,11.05,3.16,2.3
95018,Argenteuil,0047,5,1179,825,813,69.97,61.13,16.97,2.34,13.41,3.81,2.34
95018,Argenteuil,0048,5,1274,907,889,71.19,52.98,22.38,5.62,12.04,5.51,1.46
95018,Argenteuil,0049,5,1246,877,872,70.39,56.65,23.05,3.1,10.89,4.24,2.06
95018,Argenteuil,0050,5,1011,691,678,68.35,56.49,25.37,4.28,6.78,4.87,2.21
95019,Arnouville,0001,8,1016,691,680,68.01,40.15,21.47,6.18,17.35,12.06,2.79
95019,Arnouville,0002,8,927,693,677,74.76,42.54,16.84,4.28,22.16,11.37,2.81
95019,Arnouville,0003,8,1252,894,882,71.41,33.45,19.61,4.65,24.38,12.93,4.99
95019,Arnouville,0004,8,1103,720,708,65.28,48.31,21.33,2.68,16.53,8.05,3.11
95019,Arnouville,0005,8,1131,707,685,62.51,36.06,23.07,3.8,24.23,9.64,3.21
95019,Arnouville,0006,8,1120,782,767,69.82,37.16,26.21,4.3,18.9,9.78,3.65
95019,Arnouville,0007,8,1216,893,879,73.44,39.48,22.75,5.01,19.11,10.13,3.53
95023,Arronville,0001,1,464,398,386,85.78,20.98,30.83,3.63,27.72,9.59,7.25
95024,Arthies,0001,1,192,155,153,80.73,27.45,24.18,5.23,21.57,12.42,9.15
95026,Asnières-sur-Oise,0001,2,863,676,663,78.33,29.41,26.7,4.68,22.47,12.52,4.22
95026,Asnières-sur-Oise,0002,2,685,567,553,82.77,28.93,25.5,4.7,25.5,10.13,5.24
95026,Asnières-sur-Oise,0003,2,626,512,499,81.79,25.45,18.64,3.61,41.28,6.21,4.81
95028,Attainville,0001,7,1199,952,929,79.4,30.14,23.57,6.67,26.59,9.26,3.77
95039,Auvers-sur-Oise,0001,1,1095,919,898,83.93,34.19,31.4,5.35,18.04,7.57,3.45
95039,Auvers-sur-Oise,0002,1,1099,840,821,76.43,33.5,29.35,5.24,19.61,8.28,4.02
95039,Auvers-sur-Oise,0003,1,876,724,710,82.65,30.28,31.55,5.21,21.41,6.9,4.65
95039,Auvers-sur-Oise,0004,1,937,751,735,80.15,32.93,26.53,6.12,20.82,8.71,4.9
95039,Auvers-sur-Oise,0005,1,630,519,506,82.38,35.18,31.23,5.73,18.18,5.73,3.95
95039,Auvers-sur-Oise,0006,1,571,476,469,83.36,29.0,31.13,5.33,20.26,8.74,5.54
95040,Avernes,0001,1,663,548,541,82.65,26.06,30.31,6.47,24.77,7.95,4.44
95042,Baillet-en-France,0001,2,1531,1174,1142,76.68,27.67,28.72,4.73,24.61,9.28,4.99
95046,Banthelu,0001,1,104,88,87,84.62,28.74,17.24,8.05,28.74,10.34,6.9
95051,Beauchamp,0001,3,680,552,540,81.18,29.63,29.81,7.22,21.48,9.26,2.59
95051,Beauchamp,0002,3,771,624,612,80.93,29.9,34.15,4.9,18.79,8.5,3.76
95051,Beauchamp,0003,3,809,653,640,80.72,30.78,30.62,6.41,20.78,7.66,3.75
95051,Beauchamp,0004,3,629,497,485,79.01,25.98,32.37,9.28,17.11,10.1,5.15
95051,Beauchamp,0005,3,834,626,612,75.06,35.46,28.59,5.88,18.3,7.35,4.41
95051,Beauchamp,0006,3,760,581,565,76.45,32.92,29.91,7.61,19.82,6.19,3.54
95051,Beauchamp,0007,3,851,667,650,78.38,28.46,34.15,5.38,19.23,9.08,3.69
95051,Beauchamp,0008,3,802,647,632,80.67,28.96,30.7,9.97,18.83,7.91,3.64
95052,Beaumont-sur-Oise,0001,1,1159,828,814,71.44,43.49,20.02,3.56,19.9,8.6,4.42
95052,Beaumont-sur-Oise,0002,1,1174,880,859,74.96,35.04,23.4,4.19,25.61,6.75,5.01
95052,Beaumont-sur-Oise,0003,1,1047,786,768,75.07,39.32,21.48,5.21,23.05,6.77,4.17
95052,Beaumont-sur-Oise,0004,1,982,654,641,66.6,41.03,21.06,4.84,22.15,6.55,4.37
95052,Beaumont-sur-Oise,0005,1,1234,849,836,68.8,49.64,21.29,3.23,19.98,2.99,2.87
95054,Le Bellay-en-Vexin,0001,1,163,144,142,88.34,26.76,24.65,4.93,29.58,6.34,7.75
95055,Bellefontaine,0001,9,288,215,213,74.65,34.27,21.6,2.82,30.99,8.45,1.88
95056,Belloy-en-France,0001,2,1372,1075,1053,78.35,26.4,24.6,4.37,30.96,9.5,4.18
95058,Bernes-sur-Oise,0001,1,806,658,638,81.64,36.68,26.65,3.61,23.67,6.43,2.98
95058,Bernes-sur-Oise,0002,1,849,640,625,75.38,35.2,22.4,4.0,29.44,5.12,3.84
95059,Berville,0001,1,275,212,206,77.09,24.76,30.58,12.62,21.84,6.31,3.88
95060,Bessancourt,0001,3,1018,804,787,78.98,31.0,30.11,4.83,20.33,10.29,3.43
95060,Bessancourt,0002,3,880,673,658,76.48,29.18,28.72,8.05,20.97,7.6,5.47
95060,Bessancourt,0003,3,897,591,573,65.89,42.76,24.61,2.27,22.51,4.54,3.32
95060,Bessancourt,0004,3,828,651,634,78.62,31.7,26.03,7.1,22.4,8.52,4.26
95060,Bessancourt,0005,3,887,653,632,73.62,34.18,24.53,6.01,25.16,5.06,5.06
95060,Bessancourt,0006,3,654,546,538,83.49,37.55,21.56,7.81,25.09,4.65,3.35
95061,Béthemont-la-Forêt,0001,3,336,274,270,81.55,27.41,27.78,8.52,18.15,12.96,5.19
95063,Bezons,0001,5,1131,844,832,74.62,55.29,23.68,2.76,12.02,3.61,2.64
95063,Bezons,0002,5,932,649,634,69.64,55.21,21.45,2.84,14.67,2.84,3.0
95063,Bezons,0003,5,841,610,600,72.53,55.67,22.5,3.0,12.0,5.0,1.83
95063,Bezons,0004,5,865,683,672,78.96,41.37,31.1,2.68,17.41,4.76,2.68
95063,Bezons,0005,5,814,573,563,70.39,61.99,17.94,1.24,13.14,3.73,1.95
95063,Bezons,0006,5,1060,757,741,71.42,52.77,22.0,4.59,14.57,3.1,2.97
95063,Bezons,0007,5,893,645,632,72.23,41.77,28.48,4.27,16.3,6.65,2.53
95063,Bezons,0008,5,866,640,633,73.9,38.55,25.28,4.42,21.64,7.27,2.84
95063,Bezons,0009,5,912,611,607,67.0,56.84,20.43,1.98,14.66,4.61,1.48
95063,Bezons,0010,5,940,617,608,65.64,53.62,20.72,2.63,14.97,5.92,2.14
95063,Bezons,0011,5,921,602,590,65.36,56.95,19.32,2.88,14.92,2.88,3.05
95063,Bezons,0012,5,1169,865,854,73.99,54.1,21.9,1.87,15.57,4.57,1.99
95063,Bezons,0013,5,990,684,671,69.09,53.65,19.23,1.79,18.48,4.17,2.68
95063,Bezons,0014,5,945,710,700,75.13,53.43,24.43,2.14,11.0,6.86,2.14
95063,Bezons,0015,5,938,659,646,70.26,56.81,17.03,2.79,16.87,3.87,2.63
95063,Bezons,0016,5,891,648,634,72.73,49.68,23.97,2.68,16.56,4.42,2.68
95063,Bezons,0017,5,920,630,617,68.48,59.0,22.04,2.27,11.35,2.11,3.24
95074,Boisemont,0001,10,617,516,507,83.63,26.63,33.14,7.69,18.15,9.66,4.73
95078,Boissy-l'Aillerie,0001,10,1373,1111,1091,80.92,35.11,26.21,5.13,19.62,8.52,5.41
95088,Bonneuil-en-France,0001,8,551,420,408,76.23,45.1,17.65,5.15,22.79,7.84,1.47
95091,Bouffémont,0001,7,853,610,594,71.51,42.09,25.59,4.04,17.34,6.73,4.21
95091,Bouffémont,0002,7,906,661,639,72.96,56.18,17.37,3.76,16.12,3.6,2.97
95091,Bouffémont,0003,7,635,525,510,82.68,33.53,36.27,5.49,15.1,5.88,3.73
95091,Bouffémont,0004,7,907,663,652,73.1,45.4,25.61,4.6,14.26,6.13,3.99
95091,Bouffémont,0005,7,788,628,611,79.7,35.84,30.11,4.75,18.49,7.2,3.6
95094,Bouqueval,0001,9,195,149,145,76.41,26.21,13.1,5.52,36.55,13.79,4.83
95101,Bray-et-Lû,0001,1,601,486,473,80.87,29.6,18.39,2.96,39.53,5.71,3.81
95102,Bréançon,0001,1,329,268,264,81.46,18.18,36.36,8.33,24.62,7.58,4.92
95110,Brignancourt,0001,1,194,170,169,87.63,25.44,25.44,7.1,21.3,12.43,8.28
95116,Bruyères-sur-Oise,0001,1,881,652,638,74.01,43.57,19.12,1.41,28.37,3.76,3.76
95116,Bruyères-sur-Oise,0002,1,882,638,619,72.34,36.19,20.03,4.68,29.89,6.3,2.91
95116,Bruyères-sur-Oise,0003,1,1028,784,771,76.26,40.99,19.46,3.76,26.85,5.97,2.98
95119,Buhy,0001,1,228,171,171,75.0,17.54,34.5,5.85,28.65,9.94,3.51
95120,Butry-sur-Oise,0001,1,724,574,563,79.28,30.73,29.13,5.51,23.62,7.46,3.55
95120,Butry-sur-Oise,0002,1,932,734,724,78.76,33.15,22.24,4.14,26.8,8.98,4.7
95127,Cergy,0018,2,757,593,586,78.34,39.93,30.89,5.46,12.29,7.0,4.44
95127,Cergy,0019,2,970,746,734,76.91,37.19,30.52,5.86,13.35,9.54,3.54
95127,Cergy,0020,2,753,587,582,77.95,37.46,31.27,6.87,14.09,7.22,3.09
95127,Cergy,0021,2,1314,943,925,71.77,59.24,19.03,4.11,10.16,4.76,2.7
95127,Cergy,0022,2,663,445,437,67.12,47.83,28.6,3.2,10.76,6.64,2.97
95127,Cergy,0023,2,610,394,389,64.59,61.44,21.08,2.06,8.48,4.37,2.57
95127,Cergy,0024,2,833,577,567,69.27,58.2,21.87,3.0,10.93,2.82,3.17
95127,Cergy,0025,2,840,558,550,66.43,58.73,20.55,3.64,10.36,3.27,3.45
95127,Cergy,0026,2,586,445,438,75.94,50.0,27.17,6.62,7.76,6.16,2.28
95127,Cergy,0027,2,821,622,613,75.76,50.57,25.94,5.38,8.97,6.53,2.61
95127,Cergy,0031,2,826,623,609,75.42,48.11,29.72,5.58,9.52,4.6,2.46
95127,Cergy,0001,10,1410,860,847,60.99,66.12,17.71,1.89,10.04,2.83,1.42
95127,Cergy,0002,10,1039,694,683,66.79,57.25,22.25,4.98,9.22,4.25,2.05
95127,Cergy,0003,10,615,420,413,68.29,61.74,19.85,2.66,12.35,1.94,1.45
95127,Cergy,0004,10,795,474,466,59.62,63.09,21.89,2.36,9.23,2.36,1.07
95127,Cergy,0005,10,950,660,642,69.47,57.63,24.61,2.34,9.97,2.96,2.49
95127,Cergy,0006,10,1147,758,748,66.09,67.25,15.78,1.87,10.56,2.01,2.54
95127,Cergy,0007,10,1064,712,701,66.92,60.49,22.11,2.85,10.56,2.0,2.0
95127,Cergy,0008,10,1208,850,837,70.36,53.05,24.85,2.87,11.47,4.06,3.7
95127,Cergy,0009,10,1049,812,800,77.41,45.62,35.0,4.62,10.12,3.38,1.25
95127,Cergy,0010,10,535,423,421,79.07,38.48,38.72,9.26,7.13,4.51,1.9
95127,Cergy,0011,10,1100,808,789,73.45,50.19,28.64,4.94,9.38,4.06,2.79
95127,Cergy,0012,10,1112,709,697,63.76,74.89,14.49,1.43,5.6,2.3,1.29
95127,Cergy,0013,10,1224,876,862,71.57,57.77,21.46,3.36,10.09,4.06,3.25
95127,Cergy,0014,10,839,582,567,69.37,55.2,21.34,3.7,10.23,5.11,4.41
95127,Cergy,0015,10,928,608,596,65.52,61.41,21.64,2.52,10.23,2.85,1.34
95127,Cergy,0016,10,920,601,592,65.33,60.81,18.07,3.21,13.01,3.21,1.69
95127,Cergy,0017,10,893,666,661,74.58,57.49,22.84,4.99,8.02,3.33,3.33
95127,Cergy,0028,10,841,577,565,68.61,55.75,23.54,2.83,10.97,4.78,2.12
95127,Cergy,0029,10,1076,657,642,61.06,68.22,19.94,1.25,7.79,1.4,1.4
95127,Cergy,0030,10,1072,773,757,72.11,55.35,23.78,2.51,11.49,4.36,2.51
95127,Cergy,0032,10,768,541,524,70.44,62.79,16.22,2.86,10.11,5.15,2.86
95127,Cergy,0033,10,603,405,395,67.16,54.94,24.81,2.53,10.13,4.56,3.04
95127,Cergy,0034,10,1005,752,741,74.83,54.25,24.29,2.97,13.63,2.83,2.02
95127,Cergy,0035,10,1177,870,854,73.92,53.28,24.71,3.16,12.18,3.75,2.93
95134,Champagne-sur-Oise,0001,1,851,661,650,77.67,27.54,32.0,7.08,20.46,8.92,4.0
95134,Champagne-sur-Oise,0002,1,910,658,648,72.31,29.01,24.69,5.56,25.77,10.03,4.94
95134,Champagne-sur-Oise,0003,1,917,652,639,71.1,34.59,20.5,4.54,28.48,6.73,5.16
95134,Champagne-sur-Oise,0004,1,972,706,689,72.63,34.98,27.43,4.06,24.24,6.1,3.19
95139,La Chapelle-en-Vexin,0001,1,221,171,163,77.38,23.93,22.09,9.2,35.58,4.29,4.91
95141,Charmont,0001,1,24,24,21,100.0,23.81,28.57,14.29,23.81,9.52,0.0
95142,Chars,0001,1,1205,993,973,82.41,29.7,24.97,5.14,29.09,7.4,3.7
95144,Châtenay-en-France,0001,9,53,44,44,83.02,15.91,54.55,2.27,4.55,22.73,0.0
95149,Chaumontel,0001,9,1322,1020,988,77.16,26.21,26.52,5.16,25.1,12.35,4.66
95149,Chaumontel,0002,9,1270,990,969,77.95,24.77,26.21,6.19,28.38,9.8,4.64
95150,Chaussy,0001,1,481,401,394,83.37,35.53,23.86,5.08,22.84,8.12,4.57
95151,Chauvry,0001,3,220,181,177,82.27,24.86,28.81,6.21,22.6,11.86,5.65
95154,Chennevières-lès-Louvres,0001,9,195,171,170,87.69,30.59,19.41,7.65,30.59,8.82,2.94
95157,Chérence,0001,1,152,137,132,90.13,17.42,35.61,14.39,21.21,7.58,3.79
95166,Cléry-en-Vexin,0001,1,332,269,265,81.02,23.77,30.94,5.66,27.92,7.55,4.15
95169,Commeny,0001,1,352,296,287,84.09,29.62,28.92,8.01,23.69,6.27,3.48
95170,Condécourt,0001,1,382,326,318,85.34,26.42,25.47,10.06,25.79,6.92,5.35
95176,Cormeilles-en-Parisis,0001,3,781,572,563,73.24,40.5,30.55,7.1,13.32,5.86,2.66
95176,Cormeilles-en-Parisis,0002,3,979,756,745,77.22,30.87,34.23,9.66,13.83,8.19,3.22
95176,Cormeilles-en-Parisis,0003,3,983,727,707,73.96,39.75,29.7,4.1,14.71,7.07,4.67
95176,Cormeilles-en-Parisis,0004,3,916,691,677,75.44,36.63,29.25,6.79,17.87,5.47,3.99
95176,Cormeilles-en-Parisis,0005,3,911,745,729,81.78,30.18,31.96,7.27,18.79,7.68,4.12
95176,Cormeilles-en-Parisis,0006,3,1052,826,814,78.52,28.5,35.87,6.39,16.46,9.34,3.44
95176,Cormeilles-en-Parisis,0007,3,847,628,616,74.14,37.5,28.57,5.68,17.05,5.68,5.52
95176,Cormeilles-en-Parisis,0008,3,949,720,704,75.87,32.1,34.94,8.52,13.35,7.39,3.69
95176,Cormeilles-en-Parisis,0009,3,963,771,756,80.06,28.57,31.75,8.6,17.99,9.66,3.44
95176,Cormeilles-en-Parisis,0010,3,976,773,761,79.2,31.93,34.69,7.49,15.77,6.18,3.94
95176,Cormeilles-en-Parisis,0011,3,936,775,757,82.8,34.21,36.33,6.21,13.21,6.34,3.7
95176,Cormeilles-en-Parisis,0012,3,905,667,651,73.7,41.47,30.26,5.38,13.98,5.38,3.53
95176,Cormeilles-en-Parisis,0013,3,942,697,683,73.99,32.65,30.6,6.73,19.77,6.88,3.37
95176,Cormeilles-en-Parisis,0014,3,1116,903,878,80.91,29.5,35.54,6.61,17.77,7.06,3.53
95176,Cormeilles-en-Parisis,0015,3,1663,1314,1293,79.01,39.29,28.69,4.8,17.48,5.96,3.79
95176,Cormeilles-en-Parisis,0016,3,987,739,730,74.87,40.55,28.49,7.26,15.21,5.21,3.29
95176,Cormeilles-en-Parisis,0017,3,924,650,632,70.35,32.59,31.17,5.06,18.35,8.23,4.59
95177,Cormeilles-en-Vexin,0001,1,874,698,679,79.86,26.66,22.68,6.04,29.46,10.16,5.01
95181,Courcelles-sur-Viosne,0001,1,229,187,176,81.66,21.59,40.34,7.39,18.18,6.82,5.68
95183,Courdimanche,0001,10,888,703,690,79.17,33.77,32.46,5.65,19.71,5.65,2.75
95183,Courdimanche,0002,10,883,688,675,77.92,41.93,31.7,4.74,12.59,5.33,3.7
95183,Courdimanche,0003,10,939,693,679,73.8,48.01,21.35,4.71,17.08,5.45,3.39
95183,Courdimanche,0004,10,849,686,676,80.8,31.36,36.24,8.88,12.13,7.69,3.7
95183,Courdimanche,0005,10,890,668,653,75.06,44.72,32.92,2.45,13.17,4.59,2.14
95197,Deuil-la-Barre,0001,6,982,729,712,74.24,38.62,30.62,4.63,11.52,10.96,3.65
95197,Deuil-la-Barre,0002,6,925,728,715,78.7,36.5,34.41,6.15,12.59,7.27,3.08
95197,Deuil-la-Barre,0003,6,889,630,612,70.87,37.58,29.41,10.46,12.75,6.54,3.27
95197,Deuil-la-Barre,0004,6,934,697,677,74.63,42.69,32.35,5.32,10.93,5.91,2.81
95197,Deuil-la-Barre,0005,6,921,696,683,75.57,42.46,29.72,5.12,12.74,5.86,4.1
95197,Deuil-la-Barre,0006,6,1026,791,784,77.1,35.71,29.97,5.74,16.96,9.95,1.66
95197,Deuil-la-Barre,0007,6,697,520,507,74.61,39.25,32.94,5.92,12.43,5.52,3.94
95197,Deuil-la-Barre,0008,6,961,723,710,75.23,33.66,34.65,6.62,12.96,9.44,2.68
95197,Deuil-la-Barre,0009,6,810,545,528,67.28,47.73,23.86,3.22,14.02,7.01,4.17
95197,Deuil-la-Barre,0010,6,915,660,649,72.13,60.4,20.96,3.24,9.71,2.62,3.08
95197,Deuil-la-Barre,0011,6,1008,647,634,64.19,58.83,22.24,2.05,10.57,5.05,1.26
95197,Deuil-la-Barre,0012,6,881,649,629,73.67,40.06,28.78,6.52,15.42,7.15,2.07
95197,Deuil-la-Barre,0013,6,1096,841,832,76.73,36.9,29.09,7.45,14.18,7.57,4.81
95197,Deuil-la-Barre,0014,6,955,725,714,75.92,39.36,31.09,4.06,11.2,9.94,4.34
95197,Deuil-la-Barre,0015,6,797,590,580,74.03,39.83,31.21,5.34,15.0,4.66,3.97
95197,Deuil-la-Barre,0016,6,641,462,451,72.07,58.31,23.06,3.55,6.21,5.76,3.1
95199,Domont,0001,7,958,760,749,79.33,32.98,29.51,6.94,19.76,6.94,3.87
95199,Domont,0002,7,1139,832,813,73.05,40.59,24.48,3.57,23.37,4.8,3.2
95199,Domont,0003,7,771,593,578,76.91,34.43,25.43,7.09,20.07,7.79,5.19
95199,Domont,0004,7,1053,811,796,77.02,25.0,30.28,6.41,21.86,12.06,4.4
95199,Domont,0005,7,813,638,634,78.47,31.7,30.13,6.47,20.19,7.57,3.94
95199,Domont,0006,7,1311,1052,1029,80.24,37.61,29.45,3.5,17.59,7.77,4.08
95199,Domont,0007,7,1478,1050,1027,71.04,42.84,22.78,4.67,20.84,5.45,3.41
95199,Domont,0008,7,731,549,539,75.1,33.58,34.51,5.57,17.63,6.12,2.6
95199,Domont,0009,7,774,616,606,79.59,28.55,29.54,11.55,18.32,7.1,4.95
95199,Domont,0010,7,990,687,667,69.39,38.08,22.49,3.45,23.84,8.25,3.9
95203,Eaubonne,0001,4,1308,1034,1013,79.05,34.35,35.83,4.54,13.33,8.19,3.75
95203,Eaubonne,0002,4,1028,791,775,76.95,40.52,29.55,7.35,11.48,7.1,4.0
95203,Eaubonne,0003,4,1260,1024,1002,81.27,31.14,36.83,7.78,13.47,7.19,3.59
95203,Eaubonne,0004,4,1176,944,926,80.27,35.96,37.04,5.94,10.69,6.91,3.46
95203,Eaubonne,0005,4,1250,1059,1040,84.72,36.25,37.21,7.4,9.23,6.73,3.17
95203,Eaubonne,0006,4,1179,927,912,78.63,40.02,30.04,3.84,12.94,8.55,4.61
95203,Eaubonne,0007,4,1038,742,715,71.48,45.73,24.48,3.08,17.9,5.87,2.94
95203,Eaubonne,0008,4,959,752,730,78.42,34.38,32.47,7.67,15.07,6.85,3.56
95203,Eaubonne,0009,4,1380,970,952,70.29,44.22,23.74,4.94,17.23,6.83,3.05
95203,Eaubonne,0010,4,1216,865,845,71.13,40.71,24.73,6.04,15.98,7.22,5.33
95203,Eaubonne,0011,4,1004,749,738,74.6,37.8,29.54,7.05,14.77,7.99,2.85
95203,Eaubonne,0012,4,1261,985,963,78.11,37.59,31.05,5.82,15.47,7.37,2.7
95203,Eaubonne,0013,4,908,732,723,80.62,40.8,34.99,6.5,8.16,6.09,3.46
95203,Eaubonne,0014,4,871,685,676,78.65,39.64,28.99,4.73,14.5,9.17,2.96
95205,Ecouen,0001,7,1433,1010,990,70.48,41.01,20.3,4.65,20.4,9.7,3.94
95205,Ecouen,0002,7,933,668,654,71.6,42.35,23.7,3.82,18.5,7.19,4.43
95205,Ecouen,0003,7,1341,978,943,72.93,42.1,20.68,3.18,22.59,6.79,4.67
95205,Ecouen,0004,7,1063,834,815,78.46,37.06,25.15,5.28,18.53,8.83,5.15
95210,Enghien-les-Bains,0001,6,879,654,641,74.4,26.68,34.32,5.3,14.51,16.07,3.12
95210,Enghien-les-Bains,0002,6,945,741,734,78.41,32.97,34.74,7.08,9.95,12.13,3.13
95210,Enghien-les-Bains,0003,6,1002,782,769,78.04,38.62,29.13,5.85,11.44,11.57,3.38
95210,Enghien-les-Bains,0004,6,912,718,710,78.73,31.27,38.73,6.34,6.34,14.08,3.24
95210,Enghien-les-Bains,0005,6,943,730,721,77.41,30.51,33.43,8.18,10.82,12.76,4.3
95210,Enghien-les-Bains,0006,6,909,691,674,76.02,20.03,42.43,10.68,11.87,12.31,2.67
95210,Enghien-les-Bains,0007,6,975,755,745,77.44,35.97,35.03,6.44,8.86,10.87,2.82
95210,Enghien-les-Bains,0008,6,674,521,512,77.3,19.92,36.91,10.55,11.52,17.58,3.52
95210,Enghien-les-Bains,0009,6,701,543,539,77.46,23.01,42.12,12.99,8.91,10.2,2.78
95211,Ennery,0001,1,748,612,599,81.82,24.71,33.22,9.18,22.04,5.51,5.34
95211,Ennery,0002,1,806,674,662,83.62,25.53,31.72,6.5,22.51,8.01,5.74
95212,Epiais-lès-Louvres,0001,9,89,76,73,85.39,30.14,19.18,6.85,32.88,5.48,5.48
95213,Epiais-Rhus,0001,1,544,455,440,83.64,23.41,26.82,6.36,25.23,12.95,5.23
95214,Epinay-Champlâtreux,0001,9,37,29,29,78.38,20.69,20.69,13.79,13.79,24.14,6.9
95218,Eragny,0001,2,984,769,751,78.15,36.09,30.76,7.72,15.05,6.52,3.86
