code_commune,nom_commune,num_bdv,code_circ,inscrits,votants,exprimes,participation,pr_left,pr_macron,pr_pec,pr_lepen,pr_zem,pr_other
95218,Eragny,0002,2,884,706,696,79.86,37.36,28.3,6.9,19.25,5.32,2.87
95218,Eragny,0003,2,1084,762,745,70.3,40.54,28.72,5.77,15.7,6.04,3.22
95218,Eragny,0004,2,1404,876,857,62.39,54.96,21.59,2.33,15.64,2.92,2.57
95218,Eragny,0005,2,1117,823,808,73.68,37.38,27.35,5.32,18.32,6.19,5.45
95218,Eragny,0006,2,1225,902,874,73.63,29.75,31.24,8.35,19.45,7.21,4.0
95218,Eragny,0007,2,1169,783,768,66.98,45.31,23.18,4.82,18.62,3.65,4.43
95218,Eragny,0008,2,1236,985,972,79.69,33.13,32.2,6.28,17.49,5.66,5.25
95218,Eragny,0009,2,1130,817,800,72.3,44.25,25.88,5.12,14.75,6.5,3.5
95218,Eragny,0010,2,998,728,703,72.95,40.54,26.46,4.84,18.92,4.98,4.27
95219,Ermont,0001,4,743,537,519,72.27,39.5,31.6,5.01,16.18,5.2,2.5
95219,Ermont,0002,4,1141,870,857,76.25,35.47,31.86,6.65,16.92,5.95,3.15
95219,Ermont,0003,4,792,597,583,75.38,39.79,29.67,4.63,14.92,8.06,2.92
95219,Ermont,0004,4,1004,804,787,80.08,39.64,32.91,5.97,11.31,6.99,3.18
95219,Ermont,0005,4,775,621,613,80.13,34.91,34.91,7.99,9.95,8.81,3.43
95219,Ermont,0006,4,789,619,612,78.45,39.87,33.01,4.9,10.46,8.33,3.43
95219,Ermont,0007,4,864,705,687,81.6,36.83,38.72,5.24,9.46,7.13,2.62
95219,Ermont,0008,4,825,652,639,79.03,32.39,35.68,5.79,13.93,7.51,4.69
95219,Ermont,0009,4,1052,724,709,68.82,50.21,22.0,3.1,16.5,3.95,4.23
95219,Ermont,0010,4,1003,676,665,67.4,41.95,24.21,4.06,18.95,6.92,3.91
95219,Ermont,0011,4,941,711,688,75.56,40.7,29.22,5.96,15.12,5.67,3.34
95219,Ermont,0012,4,1108,889,873,80.23,35.85,36.66,5.15,11.45,7.45,3.44
95219,Ermont,0013,4,930,605,590,65.05,57.63,17.8,2.37,15.76,4.07,2.37
95219,Ermont,0014,4,834,561,550,67.27,58.18,21.09,2.0,13.27,3.09,2.36
95219,Ermont,0015,4,1093,836,821,76.49,42.75,28.99,5.36,13.52,6.33,3.05
95219,Ermont,0016,4,871,716,705,82.2,34.61,33.76,6.38,12.48,7.8,4.96
95219,Ermont,0017,4,992,628,618,63.31,62.94,15.37,2.1,12.78,4.53,2.27
95219,Ermont,0018,4,996,661,645,66.37,47.91,23.88,3.41,16.74,5.27,2.79
95219,Ermont,0019,4,875,703,693,80.34,34.34,33.04,6.35,13.42,7.36,5.48
95219,Ermont,0020,4,838,662,645,79.0,40.31,32.71,6.67,10.39,6.36,3.57
95229,Ezanville,0001,7,1114,856,844,76.84,35.55,27.37,6.4,20.14,6.64,3.91
95229,Ezanville,0002,7,1069,701,683,65.58,47.14,24.6,2.78,17.13,4.54,3.81
95229,Ezanville,0003,7,887,696,679,78.47,37.85,25.48,5.89,18.26,8.98,3.53
95229,Ezanville,0004,7,1080,821,807,76.02,37.05,24.29,5.08,19.58,8.92,5.08
95229,Ezanville,0005,7,920,670,661,72.83,40.54,26.17,4.69,19.21,5.45,3.93
95229,Ezanville,0006,7,1037,806,785,77.72,33.5,29.04,5.61,20.0,7.52,4.33
95241,Fontenay-en-Parisis,0001,9,1220,988,967,80.98,34.95,18.1,4.76,30.71,8.07,3.41
95250,Fosses,0001,9,1015,736,722,72.51,49.72,19.81,3.74,18.42,4.85,3.46
95250,Fosses,0002,9,1098,791,769,72.04,52.67,17.17,2.86,20.03,4.42,2.86
95250,Fosses,0003,9,989,770,748,77.86,45.32,23.66,3.07,21.12,3.88,2.94
95250,Fosses,0004,9,852,626,610,73.47,47.7,22.46,2.79,18.36,5.57,3.11
95250,Fosses,0005,9,475,367,361,77.26,38.78,18.28,4.43,26.32,7.2,4.99
95250,Fosses,0006,9,993,711,689,71.6,44.41,21.48,2.03,25.11,3.63,3.34
95250,Fosses,0007,9,878,649,640,73.92,42.5,22.66,3.59,20.94,7.5,2.81
95252,Franconville,0001,4,899,661,653,73.53,37.37,29.86,5.67,17.46,7.04,2.6
95252,Franconville,0002,4,703,463,446,65.86,44.39,21.75,6.73,18.61,5.38,3.14
95252,Franconville,0003,4,1084,753,737,69.46,37.45,27.0,5.16,19.13,7.73,3.53
95252,Franconville,0004,4,922,578,558,62.69,61.83,18.64,2.15,12.54,3.23,1.61
95252,Franconville,0005,4,865,589,581,68.09,48.02,22.38,2.75,20.83,4.3,1.72
95252,Franconville,0006,4,1012,704,698,69.57,47.28,21.78,6.16,17.77,4.15,2.87
95252,Franconville,0007,4,980,773,764,78.88,34.03,28.93,9.82,18.59,5.37,3.27
95252,Franconville,0008,4,1173,944,925,80.48,36.65,31.24,7.24,13.3,6.81,4.76
95252,Franconville,0009,4,1154,923,906,79.98,36.09,30.57,7.62,13.8,6.84,5.08
95252,Franconville,0010,4,1050,753,732,71.71,36.34,28.96,5.6,18.31,6.28,4.51
95252,Franconville,0011,4,954,688,670,72.12,41.79,25.67,5.37,16.72,7.01,3.43
95252,Franconville,0012,4,953,682,669,71.56,42.3,26.31,7.62,14.05,6.13,3.59
95252,Franconville,0013,4,878,557,543,63.44,53.59,20.99,2.39,13.26,5.16,4.6
95252,Franconville,0014,4,882,595,582,67.46,40.21,24.05,4.47,17.7,9.11,4.47
95252,Franconville,0015,4,1219,947,929,77.69,33.58,29.92,6.24,19.38,5.81,5.06
95252,Franconville,0016,4,981,742,730,75.64,39.86,26.71,5.21,17.26,6.99,3.97
95252,Franconville,0017,4,1130,801,785,70.88,41.27,25.73,6.11,17.2,5.1,4.59
95252,Franconville,0018,4,926,728,713,78.62,31.28,32.26,6.73,19.07,6.59,4.07
95252,Franconville,0019,4,1104,855,848,77.45,36.91,28.42,5.54,17.22,7.55,4.36
95252,Franconville,0020,4,984,727,715,73.88,36.08,27.27,5.45,21.4,6.57,3.22
95252,Franconville,0021,4,1052,742,730,70.53,45.21,22.19,4.25,18.22,6.44,3.7
95252,Franconville,0022,4,896,684,670,76.34,42.09,25.07,5.22,18.36,5.07,4.18
95253,Frémainville,0001,1,374,291,288,77.81,33.33,28.47,5.56,20.49,9.38,2.78
95254,Frémécourt,0001,1,423,344,339,81.32,24.19,24.78,5.6,31.86,8.26,5.31
95256,Frépillon,0001,3,1070,826,809,77.2,30.66,26.33,4.82,23.98,7.91,6.3
95256,Frépillon,0002,3,1083,881,866,81.35,27.71,31.52,4.5,23.44,8.43,4.39
95257,La Frette-sur-Seine,0001,3,1119,895,871,79.98,33.18,30.54,6.77,16.76,7.81,4.94
95257,La Frette-sur-Seine,0002,3,1215,975,952,80.25,27.63,35.29,8.09,16.39,8.72,3.89
95257,La Frette-sur-Seine,0003,3,764,616,601,80.63,34.78,31.11,5.32,15.81,8.49,4.49
95258,Frouville,0001,1,318,256,255,80.5,25.88,41.18,8.24,16.47,5.1,3.14
95268,Garges-lès-Gonesse,0001,8,1097,658,640,59.98,64.69,16.41,2.66,9.22,5.16,1.88
95268,Garges-lès-Gonesse,0002,8,1099,676,653,61.51,64.93,19.91,1.53,9.8,2.45,1.38
95268,Garges-lès-Gonesse,0003,8,1183,757,732,63.99,72.27,13.66,0.41,9.29,2.05,2.32
95268,Garges-lès-Gonesse,0004,8,1078,718,704,66.6,64.06,22.59,2.27,7.81,1.56,1.7
95268,Garges-lès-Gonesse,0005,8,1057,664,650,62.82,69.69,17.08,2.46,5.85,4.31,0.62
95268,Garges-lès-Gonesse,0006,8,936,584,573,62.39,69.98,15.36,1.4,8.03,3.84,1.4
95268,Garges-lès-Gonesse,0007,8,1110,662,649,59.64,66.26,18.8,2.93,8.32,3.08,0.62
95268,Garges-lès-Gonesse,0008,8,1178,745,716,63.24,68.72,16.2,2.37,9.08,1.54,2.09
95268,Garges-lès-Gonesse,0009,8,1168,761,747,65.15,65.73,14.99,2.41,12.85,2.54,1.47
95268,Garges-lès-Gonesse,0010,8,881,629,615,71.4,62.6,16.26,1.46,14.63,4.07,0.98
95268,Garges-lès-Gonesse,0011,8,985,693,678,70.36,55.9,17.55,3.54,17.4,3.1,2.51
95268,Garges-lès-Gonesse,0012,8,973,667,651,68.55,51.77,16.44,4.15,17.97,6.61,3.07
95268,Garges-lès-Gonesse,0013,8,1339,886,873,66.17,65.86,16.84,2.29,11.23,2.52,1.26
95268,Garges-lès-Gonesse,0014,8,1132,756,743,66.78,76.58,12.92,1.35,6.73,1.75,0.67
95268,Garges-lès-Gonesse,0015,8,953,566,551,59.39,64.25,14.16,2.9,11.62,6.35,0.73
95268,Garges-lès-Gonesse,0016,8,992,553,532,55.75,65.04,17.48,2.44,7.89,5.26,1.88
95268,Garges-lès-Gonesse,0017,8,1084,728,714,67.16,62.89,18.49,3.22,9.24,4.06,2.1
95270,Genainville,0001,1,422,349,342,82.7,23.68,26.61,4.09,31.58,8.48,5.56
95271,Génicourt,0001,1,374,325,318,86.9,22.64,30.5,7.86,26.42,7.86,4.72
95277,Gonesse,0001,9,667,478,472,71.66,45.13,22.67,4.66,19.49,5.3,2.75
95277,Gonesse,0002,9,1091,755,737,69.2,48.17,18.32,5.97,18.18,6.65,2.71
95277,Gonesse,0003,9,1113,745,729,66.94,42.8,22.77,5.76,18.38,7.41,2.88
95277,Gonesse,0004,9,876,525,508,59.93,51.38,20.08,2.56,15.75,6.1,4.13
95277,Gonesse,0005,9,966,696,684,72.05,45.03,19.3,3.51,18.42,11.26,2.49
95277,Gonesse,0006,9,860,619,602,71.98,47.34,14.62,5.32,20.1,10.8,1.83
95277,Gonesse,0007,9,1135,776,763,68.37,44.17,15.86,1.83,21.89,13.76,2.49
95277,Gonesse,0008,9,984,601,569,61.08,66.61,14.24,1.76,13.53,2.81,1.05
95277,Gonesse,0009,9,1026,659,637,64.23,48.35,22.61,2.04,17.9,7.22,1.88
95277,Gonesse,0010,9,1048,636,616,60.69,59.42,15.26,2.27,14.77,6.17,2.11
95277,Gonesse,0011,9,711,475,456,66.81,44.3,25.0,3.73,19.08,4.61,3.29
95277,Gonesse,0012,9,975,615,606,63.08,58.58,12.54,1.49,19.14,6.11,2.15
95277,Gonesse,0013,9,743,532,520,71.6,47.31,17.88,3.85,21.73,5.38,3.85
95277,Gonesse,0014,9,871,637,618,73.13,46.76,20.23,4.69,18.28,5.83,4.21
95277,Gonesse,0015,9,754,546,534,72.41,38.95,24.72,4.87,19.29,11.05,1.12
95277,Gonesse,0016,9,799,569,556,71.21,42.81,23.92,3.42,16.01,11.69,2.16
95280,Goussainville,0001,9,669,445,437,66.52,40.96,18.08,2.52,31.81,4.58,2.06
95280,Goussainville,0002,9,886,610,588,68.85,45.75,20.92,3.91,21.43,5.61,2.38
95280,Goussainville,0003,9,779,564,538,72.4,46.28,23.61,3.16,19.7,5.02,2.23
95280,Goussainville,0004,9,473,296,290,62.58,35.17,13.79,1.72,45.86,2.41,1.03
95280,Goussainville,0005,9,972,613,594,63.07,69.87,10.61,1.52,12.96,3.54,1.52
95280,Goussainville,0006,9,652,420,404,64.42,43.81,23.02,1.73,22.77,6.68,1.98
95280,Goussainville,0007,9,939,582,563,61.98,67.32,12.61,2.84,12.43,2.49,2.31
95280,Goussainville,0008,9,800,509,498,63.62,64.46,15.46,2.81,13.25,2.41,1.61
95280,Goussainville,0009,9,849,585,574,68.9,53.83,17.07,2.09,21.95,3.14,1.92
95280,Goussainville,0010,9,850,559,544,65.76,52.94,20.59,2.21,18.38,3.68,2.21
95280,Goussainville,0011,9,863,578,562,66.98,52.14,20.46,1.6,20.28,3.2,2.31
95280,Goussainville,0012,9,683,451,439,66.03,61.05,20.5,1.59,12.53,2.28,2.05
95280,Goussainville,0013,9,704,496,482,70.45,52.9,19.29,1.04,19.92,3.73,3.11
95280,Goussainville,0014,9,712,492,486,69.1,54.94,19.14,1.23,17.49,4.73,2.47
95280,Goussainville,0015,9,733,469,460,63.98,47.61,14.13,2.83,28.91,4.35,2.17
95280,Goussainville,0016,9,522,340,337,65.13,64.99,14.24,1.48,13.06,3.26,2.97
95280,Goussainville,0017,9,851,573,546,67.33,58.42,19.96,1.47,15.75,3.11,1.28
95280,Goussainville,0018,9,985,659,639,66.9,64.01,15.34,1.1,15.65,2.35,1.56
95280,Goussainville,0019,9,682,431,420,63.2,56.19,17.86,1.67,17.86,3.81,2.62
95280,Goussainville,0020,9,1009,665,651,65.91,71.27,15.51,0.92,9.37,1.38,1.54
95280,Goussainville,0021,9,555,377,369,67.93,60.7,20.33,2.44,12.74,3.25,0.54
95282,Gouzangrez,0001,1,125,115,112,92.0,30.36,25.0,8.93,21.43,11.61,2.68
95287,Grisy-les-Plâtres,0001,1,543,442,436,81.4,18.81,37.84,6.88,25.0,7.8,3.67
95288,Groslay,0001,7,1131,901,886,79.66,34.09,29.12,5.42,18.62,8.69,4.06
95288,Groslay,0002,7,1011,747,735,73.89,45.85,21.09,2.99,20.14,6.8,3.13
95288,Groslay,0003,7,1037,725,711,69.91,37.97,21.1,4.36,24.89,8.58,3.09
95288,Groslay,0004,7,942,730,721,77.49,33.15,29.13,5.83,17.06,10.12,4.72
95288,Groslay,0005,7,1110,846,830,76.22,31.45,34.1,5.18,15.42,11.08,2.77
95295,Guiry-en-Vexin,0001,1,142,121,118,85.21,25.42,25.42,15.25,18.64,10.17,5.08
95298,Haravilliers,0001,1,452,372,363,82.3,22.59,31.4,7.16,24.52,9.37,4.96
95301,Haute-Isle,0001,1,206,162,159,78.64,28.93,27.67,6.92,21.38,10.69,4.4
95303,Le Heaulme,0001,1,161,141,139,87.58,28.78,30.22,7.91,19.42,11.51,2.16
95304,Hédouville,0001,1,218,192,188,88.07,22.34,39.36,6.91,16.49,12.23,2.66
95306,Herblay-sur-Seine,0001,3,798,557,544,69.8,38.24,26.29,7.9,17.65,7.35,2.57
95306,Herblay-sur-Seine,0002,3,941,740,731,78.64,32.97,32.83,10.53,12.45,6.29,4.92
95306,Herblay-sur-Seine,0003,3,876,701,694,80.02,26.37,34.87,8.65,14.55,10.81,4.76
95306,Herblay-sur-Seine,0004,3,798,605,592,75.81,34.97,31.76,5.41,14.7,7.94,5.24
95306,Herblay-sur-Seine,0005,3,969,782,768,80.7,30.73,35.81,7.16,14.32,8.33,3.65
95306,Herblay-sur-Seine,0006,3,997,685,676,68.71,33.73,21.45,3.4,27.51,9.02,4.88
95306,Herblay-sur-Seine,0007,3,980,754,737,76.94,34.06,30.8,6.24,17.91,7.06,3.93
95306,Herblay-sur-Seine,0008,3,777,613,608,78.89,35.03,29.61,7.57,16.45,7.89,3.45
95306,Herblay-sur-Seine,0009,3,931,717,706,77.01,32.29,25.07,7.37,24.08,5.67,5.52
95306,Herblay-sur-Seine,0010,3,974,714,698,73.31,38.25,23.07,7.88,20.06,6.88,3.87
95306,Herblay-sur-Seine,0011,3,952,730,714,76.68,28.71,32.35,7.7,20.45,7.14,3.64
95306,Herblay-sur-Seine,0012,3,1162,886,864,76.25,34.26,27.43,5.67,24.31,5.09,3.24
95306,Herblay-sur-Seine,0013,3,858,632,615,73.66,44.88,26.99,5.53,15.77,4.23,2.6
95306,Herblay-sur-Seine,0014,3,910,712,701,78.24,33.81,27.1,7.99,18.54,7.7,4.85
95306,Herblay-sur-Seine,0015,3,1112,923,909,83.0,31.79,33.99,7.48,17.49,6.16,3.08
95306,Herblay-sur-Seine,0016,3,1062,810,790,76.27,40.51,23.42,5.19,21.65,7.09,2.15
95306,Herblay-sur-Seine,0017,3,894,677,664,75.73,37.65,32.68,5.12,14.76,6.93,2.86
95306,Herblay-sur-Seine,0018,3,951,659,648,69.3,53.09,22.22,3.86,13.89,3.09,3.86
95306,Herblay-sur-Seine,0019,3,1058,836,822,79.02,36.86,32.36,7.42,13.75,5.72,3.89
95306,Herblay-sur-Seine,0020,3,593,458,450,77.23,37.11,29.11,7.33,17.56,6.0,2.89
95306,Herblay-sur-Seine,0021,3,1077,757,749,70.29,40.85,26.57,5.61,20.29,4.27,2.4
95308,Hérouville,0001,1,456,395,385,86.62,25.71,25.19,7.79,23.9,10.91,6.49
95309,Hodent,0001,1,157,131,125,83.44,16.0,32.0,8.0,29.6,9.6,4.8
95313,L'Isle-Adam,0001,2,950,764,746,80.42,22.25,34.72,10.99,16.89,10.46,4.69
95313,L'Isle-Adam,0002,2,1092,860,847,78.75,26.33,30.81,8.38,19.36,10.98,4.13
95313,L'Isle-Adam,0003,2,992,850,842,85.69,20.43,39.67,12.35,13.9,10.1,3.56
95313,L'Isle-Adam,0004,2,1145,907,884,79.21,20.36,38.69,11.31,15.38,11.54,2.71
95313,L'Isle-Adam,0005,2,1084,858,840,79.15,32.86,26.79,6.9,21.19,8.57,3.69
95313,L'Isle-Adam,0006,2,873,712,703,81.56,21.19,37.84,8.11,19.2,10.95,2.7
95313,L'Isle-Adam,0007,2,1009,843,835,83.55,24.43,33.89,8.38,22.28,7.66,3.35
95313,L'Isle-Adam,0008,2,835,661,646,79.16,25.08,30.8,11.46,16.56,11.46,4.64
95313,L'Isle-Adam,0009,2,772,539,528,69.82,31.82,30.3,5.87,19.7,8.14,4.17
95316,Jagny-sous-Bois,0001,9,220,178,174,80.91,22.99,18.97,6.9,39.08,8.62,3.45
95323,Jouy-le-Moutier,0001,10,1524,1183,1164,77.62,34.11,32.39,5.76,17.44,7.39,2.92
95323,Jouy-le-Moutier,0002,10,1552,1197,1167,77.13,51.93,21.34,4.97,16.02,3.26,2.49
95323,Jouy-le-Moutier,0003,10,1522,1200,1165,78.84,46.09,24.72,4.55,17.51,3.18,3.95
95323,Jouy-le-Moutier,0004,10,1169,889,863,76.05,45.31,26.19,4.17,16.57,4.75,3.01
95323,Jouy-le-Moutier,0005,10,1465,1058,1034,72.22,47.49,23.31,3.38,17.21,5.61,3.0
95323,Jouy-le-Moutier,0006,10,1437,1107,1082,77.04,46.95,28.0,4.25,12.57,4.99,3.23
95323,Jouy-le-Moutier,0007,10,1337,1014,984,75.84,45.83,24.29,3.35,19.51,4.47,2.54
95323,Jouy-le-Moutier,0008,10,1051,770,758,73.26,47.76,21.9,4.88,17.55,4.88,3.03
95328,Labbeville,0001,1,422,350,347,82.94,26.22,30.26,6.92,21.9,8.36,6.34
95331,Lassy,0001,9,120,101,100,84.17,31.0,25.0,6.0,26.0,6.0,6.0
95341,Livilliers,0001,1,279,225,223,80.65,16.14,38.57,5.38,25.56,10.76,3.59
95348,Longuesse,0001,1,423,344,334,81.32,29.94,32.93,8.08,21.56,5.09,2.4
95351,Louvres,0001,9,763,498,485,65.27,39.38,17.53,5.77,26.8,7.42,3.09
95351,Louvres,0002,9,822,571,557,69.46,41.29,24.24,4.67,22.08,5.03,2.69
95351,Louvres,0003,9,960,699,689,72.81,31.49,25.54,4.93,25.11,9.0,3.92
95351,Louvres,0004,9,948,634,617,66.88,44.89,26.26,4.05,17.67,4.7,2.43
95351,Louvres,0005,9,1032,724,707,70.16,55.02,17.96,2.12,16.97,4.38,3.54
95351,Louvres,0006,9,832,539,524,64.78,44.66,24.43,2.67,20.99,4.58,2.67
95351,Louvres,0007,9,1125,894,884,79.47,41.06,25.23,3.73,20.93,5.43,3.62
95352,Luzarches,0001,9,1175,950,926,80.85,30.56,27.0,7.02,22.79,8.53,4.1
95352,Luzarches,0002,9,1170,933,912,79.74,28.29,32.46,4.93,21.27,8.88,4.17
95352,Luzarches,0003,9,1064,826,809,77.63,28.8,26.08,7.66,24.6,8.78,4.08
95353,Maffliers,0001,2,1219,982,963,80.56,30.11,25.13,4.05,25.44,10.38,4.88
95355,Magny-en-Vexin,0001,1,836,620,610,74.16,33.44,23.11,7.05,25.08,7.87,3.44
95355,Magny-en-Vexin,0002,1,731,555,545,75.92,26.24,23.12,8.99,30.83,7.89,2.94
95355,Magny-en-Vexin,0003,1,723,592,581,81.88,27.54,30.12,7.92,22.89,6.54,4.99
95355,Magny-en-Vexin,0004,1,388,305,299,78.61,32.78,19.4,7.02,28.76,8.03,4.01
95355,Magny-en-Vexin,0005,1,983,730,723,74.26,31.26,21.44,5.39,32.78,5.26,3.87
95365,Mareil-en-France,0001,9,458,356,346,77.73,26.59,20.81,4.05,35.26,9.25,4.05
95369,Margency,0001,6,957,801,789,83.7,27.5,39.16,7.22,13.69,8.49,3.93
95369,Margency,0002,6,1046,849,834,81.17,27.94,32.61,9.71,15.95,10.91,2.88
95370,Marines,0001,1,843,641,622,76.04,27.65,27.97,5.14,27.65,7.4,4.18
95370,Marines,0002,1,845,639,624,75.62,24.52,30.13,7.05,25.0,8.49,4.81
95370,Marines,0003,1,743,525,517,70.66,28.82,20.7,5.03,30.95,9.28,5.22
95371,Marly-la-Ville,0001,9,1288,958,927,74.38,39.81,19.96,3.67,26.86,5.93,3.78
95371,Marly-la-Ville,0002,9,1031,822,808,79.73,32.8,32.92,4.46,18.32,6.68,4.83
95371,Marly-la-Ville,0003,9,611,447,442,73.16,26.02,23.3,4.52,31.0,8.37,6.79
95371,Marly-la-Ville,0004,9,1097,794,774,72.38,33.59,20.8,2.2,29.59,7.36,6.46
95379,Maudétour-en-Vexin,0001,1,171,144,141,84.21,24.82,33.33,9.93,17.73,8.51,5.67
95387,Menouville,0001,1,45,38,37,84.44,16.22,27.03,5.41,29.73,13.51,8.11
95388,Menucourt,0001,10,963,761,745,79.02,36.91,27.65,4.3,20.4,5.64,5.1
95388,Menucourt,0002,10,976,776,764,79.51,35.6,26.57,3.8,24.08,5.37,4.58
95388,Menucourt,0003,10,1141,942,916,82.56,32.42,29.15,3.82,24.13,6.33,4.15
95388,Menucourt,0004,10,803,645,633,80.32,36.65,23.06,6.16,22.75,6.48,4.9
95392,Mériel,0001,2,867,671,662,77.39,32.33,22.66,6.8,26.89,7.25,4.08
95392,Mériel,0002,2,963,766,750,79.54,29.07,26.93,4.4,24.93,9.87,4.8
95392,Mériel,0003,2,847,663,645,78.28,28.37,31.78,3.41,22.17,7.91,6.36
95392,Mériel,0004,2,972,748,736,76.95,34.65,25.82,5.84,22.28,6.93,4.48
95394,Méry-sur-Oise,0001,2,952,730,716,76.68,31.28,25.14,5.17,26.26,8.24,3.91
95394,Méry-sur-Oise,0002,2,918,717,693,78.1,31.6,27.56,6.06,22.8,7.79,4.18
95394,Méry-sur-Oise,0003,2,1109,857,836,77.28,37.56,28.95,3.11,19.38,6.46,4.55
95394,Méry-sur-Oise,0004,2,876,628,612,71.69,35.13,29.41,4.08,20.75,6.21,4.41
95394,Méry-sur-Oise,0005,2,966,734,720,75.98,38.75,24.44,3.61,23.06,6.25,3.89
95394,Méry-sur-Oise,0006,2,753,602,584,79.95,33.73,28.77,5.48,20.72,7.53,3.77
95394,Méry-sur-Oise,0007,2,871,673,663,77.27,32.73,32.28,3.47,19.16,7.99,4.37
95395,Le Mesnil-Aubry,0001,7,634,531,526,83.75,26.43,20.91,4.56,31.37,10.65,6.08
95409,Moisselles,0001,7,852,681,668,79.93,29.04,25.45,5.24,24.55,11.23,4.49
95422,Montgeroult,0001,1,298,253,249,84.9,37.35,26.1,5.62,18.07,8.43,4.42
95424,Montigny-lès-Cormeilles,0001,3,1007,774,761,76.86,39.95,28.52,4.86,17.48,4.73,4.47
95424,Montigny-lès-Cormeilles,0002,3,970,701,683,72.27,44.51,23.72,4.1,20.35,5.12,2.2
95424,Montigny-lès-Cormeilles,0003,3,925,591,577,63.89,53.03,22.53,2.95,14.73,4.16,2.6
95424,Montigny-lès-Cormeilles,0004,3,1034,757,736,73.21,43.61,22.28,4.89,20.52,4.89,3.8
95424,Montigny-lès-Cormeilles,0005,3,1033,685,669,66.31,67.12,13.45,2.39,13.6,2.24,1.2
95424,Montigny-lès-Cormeilles,0006,3,984,660,647,67.07,49.77,22.87,2.78,16.54,5.56,2.47
95424,Montigny-lès-Cormeilles,0007,3,822,565,556,68.73,47.66,25.18,3.6,13.85,6.47,3.24
95424,Montigny-lès-Cormeilles,0008,3,823,626,617,76.06,48.3,23.01,3.57,17.5,4.86,2.76
95424,Montigny-lès-Cormeilles,0009,3,774,547,537,70.67,53.63,21.97,3.35,12.66,4.1,4.28
95424,Montigny-lès-Cormeilles,0010,3,780,547,537,70.13,55.31,20.3,1.86,14.15,4.28,4.1
95424,Montigny-lès-Cormeilles,0011,3,973,716,690,73.59,52.17,17.1,3.62,17.25,4.78,5.07
95424,Montigny-lès-Cormeilles,0012,3,918,670,657,72.98,50.38,23.44,2.89,16.59,4.11,2.59
95424,Montigny-lès-Cormeilles,0013,3,906,653,636,72.08,58.33,19.03,2.36,12.58,4.72,2.99
95426,Montlignon,0001,4,1264,1008,999,79.75,26.63,31.93,10.41,16.02,11.01,4.0
95426,Montlignon,0002,4,947,762,745,80.46,24.56,32.21,11.54,15.17,11.95,4.56
95427,Montmagny,0001,6,1192,849,831,71.22,57.88,17.69,2.53,13.24,5.42,3.25
95427,Montmagny,0002,6,964,708,698,73.44,48.85,23.78,5.44,10.32,7.88,3.72
95427,Montmagny,0003,6,329,180,174,54.71,55.75,12.07,1.72,20.69,6.9,2.87
95427,Montmagny,0004,6,1092,773,760,70.79,51.97,21.71,4.61,13.68,4.47,3.55
95427,Montmagny,0005,6,1212,869,856,71.7,52.45,24.07,3.97,11.21,6.31,1.99
95427,Montmagny,0006,6,1209,875,854,72.37,52.69,23.3,3.75,10.54,7.26,2.46
95427,Montmagny,0007,6,913,697,686,76.34,49.71,25.95,4.66,10.64,5.98,3.06
95427,Montmagny,0008,6,626,481,468,76.84,49.79,25.64,3.21,13.89,4.7,2.78
95428,Montmorency,0001,7,1167,946,931,81.06,26.42,36.41,11.28,11.71,11.17,3.01
95428,Montmorency,0002,7,1229,968,949,78.76,35.09,32.03,7.27,13.8,8.96,2.85
95428,Montmorency,0003,7,1331,1086,1070,81.59,31.96,33.64,5.33,11.5,14.39,3.18
95428,Montmorency,0004,7,1343,1068,1054,79.52,33.78,37.19,7.4,7.5,11.57,2.56
95428,Montmorency,0005,7,1365,1132,1114,82.93,32.41,35.82,8.71,7.99,11.31,3.77
95428,Montmorency,0006,7,1093,892,876,81.61,29.11,39.16,6.51,10.16,12.79,2.28
95428,Montmorency,0007,7,1181,948,931,80.27,27.82,37.06,9.99,10.53,12.03,2.58
95428,Montmorency,0008,7,1419,1078,1064,75.97,30.64,32.61,6.95,12.78,13.91,3.1
95428,Montmorency,0009,7,1315,959,939,72.93,35.68,29.07,7.24,16.93,8.52,2.56
95428,Montmorency,0010,7,954,630,618,66.04,45.95,20.71,2.1,23.79,4.85,2.59
95428,Montmorency,0011,7,1132,866,849,76.5,31.45,31.92,7.18,13.43,12.72,3.3
95429,Montreuil-sur-Epte,0001,1,329,258,251,78.42,28.69,25.9,7.57,25.5,5.58,6.77
95430,Montsoult,0001,2,1351,1074,1056,79.5,33.24,28.12,6.16,19.13,9.19,4.17
95430,Montsoult,0002,2,1284,995,970,77.49,34.54,22.58,3.71,26.08,8.76,4.33
95436,Mours,0001,1,1124,896,874,79.72,28.26,29.75,4.12,24.49,8.12,5.26
95438,Moussy,0001,1,97,80,74,82.47,35.14,14.86,5.41,22.97,16.22,5.41
95445,Nerville-la-Forêt,0001,2,458,376,364,82.1,25.27,39.29,4.67,15.11,10.44,5.22
95446,Nesles-la-Vallée,0001,1,1512,1213,1173,80.22,24.04,33.93,8.61,17.56,9.97,5.88
95447,Neuilly-en-Vexin,0001,1,147,124,119,84.35,19.33,34.45,5.88,22.69,11.76,5.88
95450,Neuville-sur-Oise,0001,2,1189,1025,995,86.21,29.55,35.98,7.94,14.07,8.14,4.32
95452,Nointel,0001,1,604,514,504,85.1,35.32,25.6,5.56,18.85,11.31,3.37
