code_commune,nom_commune,num_bdv,code_circ,inscrits,votants,exprimes,participation,left,ctr,rgt,far
95144,Châtenay-en-France,0001,9,51,47,44,92.16,43.18,0.0,0.0,56.82
95149,Chaumontel,0001,9,1325,899,784,67.85,42.73,0.0,0.0,57.27
95149,Chaumontel,0002,9,1306,861,757,65.93,39.1,0.0,0.0,60.9
95150,Chaussy,0001,1,475,360,348,75.79,32.18,28.45,0.0,39.37
95151,Chauvry,0001,3,220,156,141,70.91,53.9,0.0,0.0,46.1
95154,Chennevières-lès-Louvres,0001,9,204,152,140,74.51,37.14,0.0,0.0,62.86
95157,Chérence,0001,1,148,130,125,87.84,24.8,36.0,0.0,39.2
95166,Cléry-en-Vexin,0001,1,332,240,231,72.29,21.65,28.14,0.0,50.22
95169,Commeny,0001,1,474,351,346,74.05,24.57,31.21,0.0,44.22
95170,Condécourt,0001,1,382,303,294,79.32,28.57,22.45,0.0,48.98
95176,Cormeilles-en-Parisis,0001,3,806,541,494,67.12,67.21,0.0,0.0,32.79
95176,Cormeilles-en-Parisis,0002,3,989,698,626,70.58,62.14,0.0,0.0,37.86
95176,Cormeilles-en-Parisis,0003,3,976,589,549,60.35,63.75,0.0,0.0,36.25
95176,Cormeilles-en-Parisis,0004,3,902,579,534,64.19,64.61,0.0,0.0,35.39
95176,Cormeilles-en-Parisis,0005,3,908,632,571,69.6,59.72,0.0,0.0,40.28
95176,Cormeilles-en-Parisis,0006,3,1071,711,643,66.39,58.48,0.0,0.0,41.52
95176,Cormeilles-en-Parisis,0007,3,843,550,486,65.24,64.61,0.0,0.0,35.39
95176,Cormeilles-en-Parisis,0008,3,958,637,565,66.49,62.48,0.0,0.0,37.52
95176,Cormeilles-en-Parisis,0009,3,988,701,636,70.95,55.03,0.0,0.0,44.97
95176,Cormeilles-en-Parisis,0010,3,981,679,600,69.22,63.0,0.0,0.0,37.0
95176,Cormeilles-en-Parisis,0011,3,943,704,623,74.66,63.4,0.0,0.0,36.6
95176,Cormeilles-en-Parisis,0012,3,936,606,539,64.74,69.02,0.0,0.0,30.98
95176,Cormeilles-en-Parisis,0013,3,936,634,584,67.74,54.97,0.0,0.0,45.03
95176,Cormeilles-en-Parisis,0014,3,848,575,505,67.81,61.78,0.0,0.0,38.22
95176,Cormeilles-en-Parisis,0015,3,1179,857,791,72.69,67.26,0.0,0.0,32.74
95176,Cormeilles-en-Parisis,0016,3,1036,681,623,65.73,67.09,0.0,0.0,32.91
95176,Cormeilles-en-Parisis,0017,3,938,579,526,61.73,57.98,0.0,0.0,42.02
95176,Cormeilles-en-Parisis,0018,,946,631,570,66.7,62.28,0.0,0.0,37.72
95177,Cormeilles-en-Vexin,0001,1,901,656,642,72.81,23.05,26.32,0.0,50.62
95181,Courcelles-sur-Viosne,0001,1,231,187,181,80.95,20.99,43.65,0.0,35.36
95183,Courdimanche,0001,10,898,621,560,69.15,59.46,0.0,0.0,40.54
95183,Courdimanche,0002,10,976,642,584,65.78,72.95,0.0,0.0,27.05
95183,Courdimanche,0003,10,946,593,539,62.68,68.09,0.0,0.0,31.91
95183,Courdimanche,0004,10,855,586,499,68.54,61.32,0.0,0.0,38.68
95183,Courdimanche,0005,10,908,578,517,63.66,72.73,0.0,0.0,27.27
95197,Deuil-la-Barre,0001,6,984,647,630,65.75,42.22,32.54,0.0,25.24
95197,Deuil-la-Barre,0002,6,934,669,657,71.63,43.99,35.46,0.0,20.55
95197,Deuil-la-Barre,0003,6,899,546,534,60.73,39.14,37.45,0.0,23.41
95197,Deuil-la-Barre,0004,6,927,617,608,66.56,43.26,37.17,0.0,19.57
95197,Deuil-la-Barre,0005,6,926,619,605,66.85,50.41,29.59,0.0,20.0
95197,Deuil-la-Barre,0006,6,1055,726,714,68.82,37.25,35.43,0.0,27.31
95197,Deuil-la-Barre,0007,6,699,466,454,66.67,45.15,34.58,0.0,20.26
95197,Deuil-la-Barre,0008,6,971,661,647,68.07,39.88,37.25,0.0,22.87
95197,Deuil-la-Barre,0009,6,818,489,479,59.78,51.77,24.43,0.0,23.8
95197,Deuil-la-Barre,0010,6,947,573,563,60.51,63.59,20.07,0.0,16.34
95197,Deuil-la-Barre,0011,6,1036,585,575,56.47,66.96,19.48,0.0,13.57
95197,Deuil-la-Barre,0012,6,896,592,573,66.07,42.58,29.49,0.0,27.92
95197,Deuil-la-Barre,0013,6,1118,773,761,69.14,38.11,37.45,0.0,24.44
95197,Deuil-la-Barre,0014,6,988,688,678,69.64,47.79,31.71,0.0,20.5
95197,Deuil-la-Barre,0015,6,805,551,543,68.45,38.12,39.23,0.0,22.65
95197,Deuil-la-Barre,0016,6,705,433,431,61.42,63.57,25.06,0.0,11.37
95199,Domont,0001,7,959,644,569,67.15,61.16,0.0,0.0,38.84
95199,Domont,0002,7,1163,719,668,61.82,61.53,0.0,0.0,38.47
95199,Domont,0003,7,781,542,494,69.4,55.67,0.0,0.0,44.33
95199,Domont,0004,7,1088,753,673,69.21,50.07,0.0,0.0,49.93
95199,Domont,0005,7,844,604,537,71.56,59.78,0.0,0.0,40.22
95199,Domont,0006,7,1348,901,825,66.84,62.3,0.0,0.0,37.7
95199,Domont,0007,7,1483,925,855,62.37,64.33,0.0,0.0,35.67
95199,Domont,0008,7,734,493,451,67.17,67.41,0.0,0.0,32.59
95199,Domont,0009,7,757,555,494,73.32,54.86,0.0,0.0,45.14
95199,Domont,0010,7,984,599,559,60.87,57.6,0.0,0.0,42.4
95203,Eaubonne,0001,4,1335,891,819,66.74,41.15,58.85,0.0,0.0
95203,Eaubonne,0002,4,1049,715,665,68.16,42.11,57.89,0.0,0.0
95203,Eaubonne,0003,4,1286,936,886,72.78,38.26,61.74,0.0,0.0
95203,Eaubonne,0004,4,1210,880,816,72.73,41.67,58.33,0.0,0.0
95203,Eaubonne,0005,4,1261,976,925,77.4,34.59,65.41,0.0,0.0
95203,Eaubonne,0006,4,1203,788,730,65.5,46.85,53.15,0.0,0.0
95203,Eaubonne,0007,4,1055,608,547,57.63,56.86,43.14,0.0,0.0
95203,Eaubonne,0008,4,994,651,611,65.49,42.23,57.77,0.0,0.0
95203,Eaubonne,0009,4,1425,852,777,59.79,53.28,46.72,0.0,0.0
95203,Eaubonne,0010,4,1189,694,637,58.37,50.08,49.92,0.0,0.0
95203,Eaubonne,0011,4,1048,652,592,62.21,46.28,53.72,0.0,0.0
95203,Eaubonne,0012,4,1307,860,796,65.8,41.46,58.54,0.0,0.0
95203,Eaubonne,0013,4,913,645,614,70.65,42.18,57.82,0.0,0.0
95203,Eaubonne,0014,4,905,582,535,64.31,46.73,53.27,0.0,0.0
95205,Ecouen,0001,7,1471,882,822,59.96,59.12,0.0,0.0,40.88
95205,Ecouen,0002,7,925,594,545,64.22,66.24,0.0,0.0,33.76
95205,Ecouen,0003,7,1349,840,796,62.27,64.32,0.0,0.0,35.68
95205,Ecouen,0004,7,1085,755,706,69.59,61.61,0.0,0.0,38.39
95210,Enghien-les-Bains,0001,6,854,587,581,68.74,29.6,40.79,0.0,29.6
95210,Enghien-les-Bains,0002,6,909,665,652,73.16,38.8,39.57,0.0,21.63
95210,Enghien-les-Bains,0003,6,989,722,705,73.0,40.71,39.57,0.0,19.72
95210,Enghien-les-Bains,0004,6,901,677,666,75.14,33.78,48.5,0.0,17.72
95210,Enghien-les-Bains,0005,6,918,666,655,72.55,31.3,45.8,0.0,22.9
95210,Enghien-les-Bains,0006,6,862,617,601,71.58,22.63,53.58,0.0,23.79
95210,Enghien-les-Bains,0007,6,928,680,663,73.28,37.56,45.25,0.0,17.19
95210,Enghien-les-Bains,0008,6,653,482,474,73.81,24.89,46.2,0.0,28.9
95210,Enghien-les-Bains,0009,6,684,481,471,70.32,21.87,57.32,0.0,20.81
95211,Ennery,0001,1,754,531,515,70.42,26.02,37.09,0.0,36.89
95211,Ennery,0002,1,832,606,586,72.84,22.87,37.54,0.0,39.59
95212,Epiais-lès-Louvres,0001,9,87,67,62,77.01,37.1,0.0,0.0,62.9
95213,Epiais-Rhus,0001,1,548,417,404,76.09,24.75,30.69,0.0,44.55
95214,Epinay-Champlâtreux,0001,9,32,18,10,56.25,40.0,0.0,0.0,60.0
95218,Eragny,0001,2,1022,685,626,67.03,64.22,0.0,0.0,35.78
95218,Eragny,0002,2,941,638,578,67.8,66.26,0.0,0.0,33.74
95218,Eragny,0003,2,1105,694,650,62.81,68.62,0.0,0.0,31.38
95218,Eragny,0004,2,1454,797,768,54.81,74.61,0.0,0.0,25.39
95218,Eragny,0005,2,1143,733,675,64.13,60.89,0.0,0.0,39.11
95218,Eragny,0006,2,1227,800,737,65.2,61.47,0.0,0.0,38.53
95218,Eragny,0007,2,1206,735,681,60.95,68.14,0.0,0.0,31.86
95218,Eragny,0008,2,1248,878,806,70.35,62.28,0.0,0.0,37.72
95218,Eragny,0009,2,1168,690,644,59.08,71.43,0.0,0.0,28.57
95218,Eragny,0010,2,998,597,539,59.82,66.98,0.0,0.0,33.02
95219,Ermont,0001,4,745,441,402,59.19,45.52,54.48,0.0,0.0
95219,Ermont,0002,4,1129,719,668,63.68,39.67,60.33,0.0,0.0
95219,Ermont,0003,4,801,515,485,64.29,44.95,55.05,0.0,0.0
95219,Ermont,0004,4,1018,691,647,67.88,48.38,51.62,0.0,0.0
95219,Ermont,0005,4,770,539,508,70.0,36.81,63.19,0.0,0.0
95219,Ermont,0006,4,818,562,533,68.7,44.28,55.72,0.0,0.0
95219,Ermont,0007,4,868,619,587,71.31,39.86,60.14,0.0,0.0
95219,Ermont,0008,4,811,595,558,73.37,35.3,64.7,0.0,0.0
95219,Ermont,0009,4,1063,615,571,57.86,66.2,33.8,0.0,0.0
95219,Ermont,0010,4,1014,569,518,56.11,54.63,45.37,0.0,0.0
95219,Ermont,0011,4,931,563,524,60.47,49.05,50.95,0.0,0.0
95219,Ermont,0012,4,1119,787,741,70.33,41.43,58.57,0.0,0.0
95219,Ermont,0013,4,949,497,467,52.37,68.95,31.05,0.0,0.0
95219,Ermont,0014,4,843,447,428,53.02,68.93,31.07,0.0,0.0
95219,Ermont,0015,4,1090,695,657,63.76,46.27,53.73,0.0,0.0
95219,Ermont,0016,4,885,605,572,68.36,36.36,63.64,0.0,0.0
95219,Ermont,0017,4,1010,510,485,50.5,74.23,25.77,0.0,0.0
95219,Ermont,0018,4,1008,545,517,54.07,54.55,45.45,0.0,0.0
95219,Ermont,0019,4,881,585,546,66.4,43.77,56.23,0.0,0.0
95219,Ermont,0020,4,866,614,577,70.9,44.37,55.63,0.0,0.0
95229,Ezanville,0001,7,1069,753,713,70.44,60.31,0.0,0.0,39.69
95229,Ezanville,0002,7,1074,605,567,56.33,69.49,0.0,0.0,30.51
95229,Ezanville,0003,7,883,624,581,70.67,60.24,0.0,0.0,39.76
95229,Ezanville,0004,7,1035,708,632,68.41,58.54,0.0,0.0,41.46
95229,Ezanville,0005,7,893,578,534,64.73,64.79,0.0,0.0,35.21
95229,Ezanville,0006,7,1021,694,643,67.97,59.1,0.0,0.0,40.9
95241,Fontenay-en-Parisis,0001,9,1217,856,767,70.34,47.2,0.0,0.0,52.8
95250,Fosses,0001,9,1084,660,623,60.89,66.93,0.0,0.0,33.07
95250,Fosses,0002,9,1124,683,643,60.77,66.87,0.0,0.0,33.13
95250,Fosses,0003,9,1046,658,599,62.91,67.95,0.0,0.0,32.05
95250,Fosses,0004,9,883,546,512,61.83,69.92,0.0,0.0,30.08
95250,Fosses,0005,9,499,335,312,67.13,54.49,0.0,0.0,45.51
95250,Fosses,0006,9,991,585,544,59.03,59.74,0.0,0.0,40.26
95250,Fosses,0007,9,866,542,492,62.59,57.93,0.0,0.0,42.07
95252,Franconville,0001,4,884,541,482,61.2,51.87,48.13,0.0,0.0
95252,Franconville,0002,4,698,370,334,53.01,52.99,47.01,0.0,0.0
95252,Franconville,0003,4,1103,648,580,58.75,47.76,52.24,0.0,0.0
95252,Franconville,0004,4,950,461,427,48.53,77.75,22.25,0.0,0.0
95252,Franconville,0005,4,878,437,401,49.77,64.59,35.41,0.0,0.0
95252,Franconville,0006,4,1038,569,522,54.82,59.58,40.42,0.0,0.0
95252,Franconville,0007,4,973,602,544,61.87,44.12,55.88,0.0,0.0
95252,Franconville,0008,4,1192,788,740,66.11,43.38,56.62,0.0,0.0
95252,Franconville,0009,4,1222,802,735,65.63,42.45,57.55,0.0,0.0
95252,Franconville,0010,4,1079,656,615,60.8,46.67,53.33,0.0,0.0
95252,Franconville,0011,4,961,559,510,58.17,52.16,47.84,0.0,0.0
95252,Franconville,0012,4,955,557,518,58.32,51.16,48.84,0.0,0.0
95252,Franconville,0013,4,866,438,398,50.58,62.81,37.19,0.0,0.0
95252,Franconville,0014,4,946,523,472,55.29,52.97,47.03,0.0,0.0
95252,Franconville,0015,4,1243,768,698,61.79,37.11,62.89,0.0,0.0
95252,Franconville,0016,4,980,636,576,64.9,48.96,51.04,0.0,0.0
95252,Franconville,0017,4,1151,669,610,58.12,52.95,47.05,0.0,0.0
95252,Franconville,0018,4,926,619,568,66.85,36.27,63.73,0.0,0.0
95252,Franconville,0019,4,1106,726,666,65.64,39.64,60.36,0.0,0.0
95252,Franconville,0020,4,972,565,500,58.13,48.6,51.4,0.0,0.0
95252,Franconville,0021,4,1053,610,551,57.93,56.08,43.92,0.0,0.0
95252,Franconville,0022,4,886,528,478,59.59,53.35,46.65,0.0,0.0
95253,Frémainville,0001,1,368,272,265,73.91,29.06,34.72,0.0,36.23
95254,Frémécourt,0001,1,429,318,311,74.13,23.79,26.05,0.0,50.16
95256,Frépillon,0001,3,1055,751,693,71.18,48.92,0.0,0.0,51.08
95256,Frépillon,0002,3,1093,822,749,75.21,53.27,0.0,0.0,46.73
95257,La Frette-sur-Seine,0001,3,1152,792,721,68.75,61.17,0.0,0.0,38.83
95257,La Frette-sur-Seine,0002,3,1235,880,772,71.26,57.12,0.0,0.0,42.88
95257,La Frette-sur-Seine,0003,3,809,568,527,70.21,58.25,0.0,0.0,41.75
95258,Frouville,0001,1,295,228,228,77.29,27.63,41.23,0.0,31.14
95270,Genainville,0001,1,423,324,313,76.6,23.32,27.8,0.0,48.88
95271,Génicourt,0001,1,379,294,281,77.57,21.71,35.94,0.0,42.35
95277,Gonesse,0001,9,664,400,373,60.24,65.15,0.0,0.0,34.85
95277,Gonesse,0002,9,1107,625,580,56.46,64.83,0.0,0.0,35.17
95277,Gonesse,0003,9,1164,616,564,52.92,64.89,0.0,0.0,35.11
95277,Gonesse,0004,9,890,440,412,49.44,73.3,0.0,0.0,26.7
95277,Gonesse,0005,9,979,616,588,62.92,61.56,0.0,0.0,38.44
95277,Gonesse,0006,9,881,530,504,60.16,60.32,0.0,0.0,39.68
95277,Gonesse,0007,9,1181,678,664,57.41,63.86,0.0,0.0,36.14
95277,Gonesse,0008,9,998,493,461,49.4,82.65,0.0,0.0,17.35
95277,Gonesse,0009,9,1055,562,543,53.27,71.45,0.0,0.0,28.55
95277,Gonesse,0010,9,1046,500,478,47.8,78.66,0.0,0.0,21.34
95277,Gonesse,0011,9,703,360,339,51.21,69.62,0.0,0.0,30.38
95277,Gonesse,0012,9,997,500,479,50.15,75.99,0.0,0.0,24.01
95277,Gonesse,0013,9,762,449,414,58.92,66.91,0.0,0.0,33.09
95277,Gonesse,0014,9,910,548,506,60.22,66.6,0.0,0.0,33.4
95277,Gonesse,0015,9,767,435,389,56.71,58.87,0.0,0.0,41.13
95277,Gonesse,0016,9,801,485,449,60.55,58.35,0.0,0.0,41.65
95280,Goussainville,0001,9,673,362,340,53.79,59.41,0.0,0.0,40.59
95280,Goussainville,0002,9,828,494,471,59.66,65.18,0.0,0.0,34.82
95280,Goussainville,0003,9,884,493,467,55.77,71.95,0.0,0.0,28.05
95280,Goussainville,0004,9,496,250,239,50.4,44.35,0.0,0.0,55.65
95280,Goussainville,0005,9,890,464,450,52.13,86.67,0.0,0.0,13.33
95280,Goussainville,0006,9,664,362,352,54.52,70.45,0.0,0.0,29.55
95280,Goussainville,0007,9,907,473,454,52.15,79.96,0.0,0.0,20.04
95280,Goussainville,0008,9,895,501,489,55.98,82.41,0.0,0.0,17.59
95280,Goussainville,0009,9,885,538,518,60.79,68.53,0.0,0.0,31.47
95280,Goussainville,0010,9,872,481,459,55.16,71.9,0.0,0.0,28.1
95280,Goussainville,0011,9,902,480,458,53.22,69.87,0.0,0.0,30.13
95280,Goussainville,0012,9,878,483,461,55.01,83.51,0.0,0.0,16.49
95280,Goussainville,0013,9,734,405,382,55.18,67.02,0.0,0.0,32.98
95280,Goussainville,0014,9,860,492,469,57.21,73.77,0.0,0.0,26.23
95280,Goussainville,0015,9,820,438,420,53.41,62.14,0.0,0.0,37.86
95280,Goussainville,0016,9,529,293,279,55.39,82.08,0.0,0.0,17.92
95280,Goussainville,0017,9,885,489,475,55.25,76.0,0.0,0.0,24.0
95280,Goussainville,0018,9,859,475,460,55.3,79.78,0.0,0.0,20.22
95280,Goussainville,0019,9,681,377,364,55.36,78.02,0.0,0.0,21.98
95280,Goussainville,0020,9,478,281,266,58.79,86.84,0.0,0.0,13.16
95280,Goussainville,0021,9,571,317,306,55.52,81.7,0.0,0.0,18.3
95280,Goussainville,0022,,556,308,302,55.4,92.05,0.0,0.0,7.95
95287,Grisy-les-Plâtres,0001,1,537,407,398,75.79,17.34,39.2,0.0,43.47
95288,Groslay,0001,7,1117,786,726,70.37,55.92,0.0,0.0,44.08
95288,Groslay,0002,7,1000,640,607,64.0,66.06,0.0,0.0,33.94
95288,Groslay,0003,7,1006,594,564,59.05,57.09,0.0,0.0,42.91
95288,Groslay,0004,7,898,637,585,70.94,61.54,0.0,0.0,38.46
95288,Groslay,0005,7,1090,760,692,69.72,59.97,0.0,0.0,40.03
95295,Guiry-en-Vexin,0001,1,116,100,96,86.21,25.0,33.33,0.0,41.67
95298,Haravilliers,0001,1,455,343,334,75.38,19.76,34.13,0.0,46.11
95301,Haute-Isle,0001,1,202,147,146,72.77,33.56,25.34,0.0,41.1
95303,Le Heaulme,0001,1,160,128,127,80.0,23.62,29.92,0.0,46.46
95304,Hédouville,0001,1,230,181,175,78.7,26.29,38.86,0.0,34.86
95306,Herblay-sur-Seine,0001,3,833,492,441,59.06,58.96,0.0,0.0,41.04
95306,Herblay-sur-Seine,0002,3,928,677,606,72.95,64.69,0.0,0.0,35.31
95306,Herblay-sur-Seine,0003,3,888,604,542,68.02,55.54,0.0,0.0,44.46
95306,Herblay-sur-Seine,0004,3,821,538,482,65.53,62.45,0.0,0.0,37.55
95306,Herblay-sur-Seine,0005,3,981,689,610,70.23,63.93,0.0,0.0,36.07
95306,Herblay-sur-Seine,0006,3,1031,608,570,58.97,52.11,0.0,0.0,47.89
95306,Herblay-sur-Seine,0007,3,998,717,651,71.84,63.75,0.0,0.0,36.25
