code_commune,nom_commune,num_bdv,code_circ,inscrits,votants,exprimes,participation,pr_left,pr_macron,pr_pec,pr_lepen,pr_zem,pr_other
95052,Beaumont-sur-Oise,1,1,1149,901,883,78.42,35.22,17.89,12.34,25.93,0.0,8.61
95052,Beaumont-sur-Oise,2,1,1109,905,873,81.61,29.21,19.7,14.55,27.49,0.0,9.05
95052,Beaumont-sur-Oise,3,1,992,788,766,79.44,32.25,20.23,16.32,22.06,0.0,9.14
95052,Beaumont-sur-Oise,4,1,960,742,712,77.29,35.81,22.61,12.5,21.91,0.0,7.16
95052,Beaumont-sur-Oise,5,1,1201,918,891,76.44,39.84,23.01,7.52,23.12,0.0,6.51
95054,Le Bellay-en-Vexin,1,1,159,142,137,89.31,19.71,26.28,8.76,32.12,0.0,13.14
95055,Bellefontaine,1,9,300,249,244,83.0,29.92,15.57,21.72,22.54,0.0,10.25
95056,Belloy-en-France,1,2,1289,1065,1039,82.62,24.35,19.06,20.21,26.95,0.0,9.43
95058,Bernes-sur-Oise,1,1,768,668,639,86.98,30.52,20.97,13.77,26.76,0.0,7.98
95058,Bernes-sur-Oise,2,1,781,644,623,82.46,34.03,17.5,11.56,28.41,0.0,8.51
95059,Berville,1,1,265,226,219,85.28,21.0,28.77,21.92,19.18,0.0,9.13
95060,Bessancourt,1,3,1006,815,792,81.01,24.12,25.0,22.35,20.58,0.0,7.95
95060,Bessancourt,2,3,1007,809,789,80.34,28.52,27.25,21.93,14.58,0.0,7.73
95060,Bessancourt,3,3,944,689,668,72.99,34.13,27.25,8.98,21.41,0.0,8.23
95060,Bessancourt,4,3,970,802,783,82.68,26.18,25.29,20.31,19.16,0.0,9.07
95060,Bessancourt,5,3,933,740,723,79.31,26.0,23.51,17.7,23.24,0.0,9.54
95061,Béthemont-la-Forêt,1,3,327,286,282,87.46,21.63,21.99,21.28,24.82,0.0,10.28
95063,Bezons,1,5,828,623,607,75.24,44.15,22.24,10.54,17.79,0.0,5.27
95063,Bezons,2,5,780,598,582,76.67,47.25,21.82,8.76,15.46,0.0,6.7
95063,Bezons,3,5,863,627,611,72.65,40.92,26.35,11.46,15.06,0.0,6.22
95063,Bezons,4,5,806,652,637,80.89,32.81,26.69,16.33,15.54,0.0,8.63
95063,Bezons,5,5,747,531,518,71.08,50.97,19.31,7.34,14.09,0.0,8.3
95063,Bezons,6,5,964,732,714,75.93,41.46,23.81,12.75,15.55,0.0,6.44
95063,Bezons,7,5,910,695,677,76.37,35.89,29.39,12.11,16.84,0.0,5.76
95063,Bezons,8,5,892,702,677,78.7,31.02,25.41,17.13,18.46,0.0,7.98
95063,Bezons,9,5,911,632,620,69.37,44.52,19.52,11.29,19.19,0.0,5.48
95063,Bezons,10,5,893,682,671,76.37,43.67,22.35,9.84,17.59,0.0,6.56
95063,Bezons,11,5,837,595,578,71.09,43.08,21.63,11.25,19.03,0.0,5.02
95063,Bezons,12,5,936,709,695,75.75,40.58,24.32,11.08,17.84,0.0,6.19
95063,Bezons,13,5,957,735,719,76.8,45.48,20.58,8.07,18.64,0.0,7.23
95063,Bezons,14,5,814,648,638,79.61,38.71,25.24,14.89,13.79,0.0,7.37
95063,Bezons,15,5,950,691,670,72.74,46.42,21.04,10.45,16.72,0.0,5.37
95063,Bezons,16,5,839,634,618,75.57,39.16,25.57,15.21,13.11,0.0,6.96
95063,Bezons,17,5,803,575,556,71.61,49.1,23.02,8.09,14.03,0.0,5.76
95074,Boisemont,1,10,583,512,502,87.82,17.93,28.09,32.67,13.55,0.0,7.77
95078,Boissy-l'Aillerie,1,10,1251,1075,1043,85.93,26.08,24.64,22.63,18.98,0.0,7.67
95088,Bonneuil-en-France,1,8,492,380,371,77.24,31.81,21.29,15.36,26.68,0.0,4.85
95091,Bouffémont,1,7,851,684,667,80.38,34.18,21.14,18.29,19.04,0.0,7.35
95091,Bouffémont,2,7,929,728,698,78.36,46.42,21.49,9.17,17.48,0.0,5.44
95091,Bouffémont,3,7,667,578,564,86.66,26.42,33.33,21.99,12.23,0.0,6.03
95091,Bouffémont,4,7,844,686,670,81.28,36.27,27.31,13.58,15.82,0.0,7.01
95091,Bouffémont,5,7,790,665,652,84.18,30.21,28.99,18.25,17.02,0.0,5.52
95094,Bouqueval,1,9,200,163,155,81.5,18.06,12.26,29.68,32.26,0.0,7.74
95101,Bray-et-Lû,1,1,626,516,501,82.43,25.35,18.96,9.78,37.72,0.0,8.18
95102,Bréançon,1,1,305,272,269,89.18,14.87,23.79,31.23,25.28,0.0,4.83
95110,Brignancourt,1,1,167,147,146,88.02,16.44,21.23,25.34,23.29,0.0,13.7
95116,Bruyères-sur-Oise,1,1,860,643,627,74.77,37.0,17.86,7.18,30.3,0.0,7.66
95116,Bruyères-sur-Oise,2,1,930,708,684,76.13,34.5,19.74,10.82,28.65,0.0,6.29
95116,Bruyères-sur-Oise,3,1,864,679,571,78.59,27.15,26.62,10.51,27.15,0.0,8.58
95119,Buhy,1,1,226,178,175,78.76,12.0,23.43,19.43,38.86,0.0,6.29
95120,Butry-sur-Oise,1,1,731,595,580,81.4,26.21,28.1,17.76,19.83,0.0,8.1
95120,Butry-sur-Oise,2,1,887,749,738,84.44,26.69,24.66,16.94,25.47,0.0,6.23
95127,Cergy,18,2,781,647,640,82.84,32.5,27.81,23.91,10.47,0.0,5.31
95127,Cergy,19,2,985,810,796,82.23,29.9,32.29,22.99,10.18,0.0,4.65
95127,Cergy,20,2,794,637,622,80.23,28.62,27.97,23.15,14.47,0.0,5.79
95127,Cergy,21,2,1260,929,909,73.73,47.19,23.87,10.45,13.09,0.0,5.39
95127,Cergy,22,2,640,473,461,73.91,37.53,33.19,12.58,11.06,0.0,5.64
95127,Cergy,23,2,628,453,437,72.13,49.89,26.09,7.32,8.47,0.0,8.24
95127,Cergy,24,2,863,621,604,71.96,46.85,23.84,12.58,13.08,0.0,3.64
95127,Cergy,25,2,862,618,610,71.69,49.02,22.95,12.3,10.16,0.0,5.57
95127,Cergy,26,2,623,495,482,79.45,36.51,32.16,20.33,7.26,0.0,3.73
95127,Cergy,27,2,872,689,677,79.01,35.45,29.69,18.02,9.9,0.0,6.94
95127,Cergy,31,2,944,734,716,77.75,36.87,32.82,15.64,8.66,0.0,6.01
95127,Cergy,1,10,1133,743,716,65.58,51.12,26.26,6.42,10.2,0.0,6.01
95127,Cergy,2,10,1043,745,727,71.43,46.35,29.02,12.1,9.35,0.0,3.16
95127,Cergy,3,10,656,473,462,72.1,44.59,32.25,7.58,10.17,0.0,5.41
95127,Cergy,4,10,788,545,529,69.16,48.02,29.11,5.48,11.91,0.0,5.48
95127,Cergy,5,10,985,724,708,73.5,46.89,26.55,9.18,13.28,0.0,4.1
95127,Cergy,6,10,1118,766,750,68.52,49.33,22.93,7.47,12.67,0.0,7.6
95127,Cergy,7,10,1113,821,799,73.76,48.81,26.78,9.26,10.51,0.0,4.63
95127,Cergy,8,10,1070,811,786,75.79,42.11,27.74,11.7,11.83,0.0,6.62
95127,Cergy,9,10,1089,830,819,76.22,34.43,35.53,15.75,9.77,0.0,4.52
95127,Cergy,10,10,1319,1046,1015,79.3,32.41,39.9,14.48,8.47,0.0,4.73
95127,Cergy,11,10,1169,906,889,77.5,39.82,31.38,13.61,9.34,0.0,5.85
95127,Cergy,12,10,1064,707,687,66.45,56.91,24.89,5.82,7.42,0.0,4.95
95127,Cergy,13,10,1223,891,872,72.85,43.12,27.98,11.12,12.5,0.0,5.28
95127,Cergy,14,10,846,633,614,74.82,44.95,24.27,13.03,11.56,0.0,6.19
95127,Cergy,15,10,831,573,556,68.95,42.81,26.26,9.35,15.47,0.0,6.12
95127,Cergy,16,10,899,642,635,71.41,53.7,19.69,6.14,13.86,0.0,6.61
95127,Cergy,17,10,962,764,751,79.42,47.54,24.63,12.38,11.05,0.0,4.39
95127,Cergy,28,10,1591,1225,1195,77.0,44.52,27.03,9.12,12.64,0.0,6.69
95127,Cergy,29,10,1032,688,671,66.67,55.14,27.42,5.51,8.49,0.0,3.43
95127,Cergy,30,10,1172,917,900,78.24,41.33,28.56,10.33,12.67,0.0,7.11
95127,Cergy,32,10,748,545,525,72.86,46.29,26.29,9.14,13.71,0.0,4.57
95127,Cergy,33,10,628,461,451,73.41,47.45,26.61,9.76,12.42,0.0,3.77
95134,Champagne-sur-Oise,1,1,896,743,731,82.92,20.11,27.63,26.13,20.66,0.0,5.47
95134,Champagne-sur-Oise,2,1,900,705,690,78.33,22.17,24.78,18.12,27.97,0.0,6.96
95134,Champagne-sur-Oise,3,1,930,718,696,77.2,31.18,21.55,11.21,26.87,0.0,9.2
95134,Champagne-sur-Oise,4,1,934,712,692,76.23,29.48,22.4,14.88,26.45,0.0,6.79
95139,La Chapelle-en-Vexin,1,1,236,203,198,86.02,22.73,23.23,14.65,32.83,0.0,6.57
95141,Charmont,1,1,16,15,15,93.75,13.33,53.33,13.33,13.33,0.0,6.67
95142,Chars,1,1,1310,1123,1093,85.73,28.45,20.86,12.53,30.47,0.0,7.69
95144,Châtenay-en-France,1,9,55,48,48,87.27,10.42,33.33,41.67,14.58,0.0,0.0
95149,Chaumontel,1,9,1415,1138,1111,80.42,23.85,21.42,21.06,25.92,0.0,7.74
95149,Chaumontel,2,9,1281,1025,1000,80.02,20.9,24.2,16.2,29.4,0.0,9.3
95150,Chaussy,1,1,455,389,377,85.49,30.24,16.71,18.3,26.26,0.0,8.49
95151,Chauvry,1,3,223,178,170,79.82,18.24,25.88,21.76,27.65,0.0,6.47
95154,Chennevières-lès-Louvres,1,9,202,175,171,86.63,26.32,16.96,15.79,28.07,0.0,12.87
95157,Chérence,1,1,155,141,141,90.97,19.86,21.28,44.68,13.48,0.0,0.71
95166,Cléry-en-Vexin,1,1,341,296,291,86.8,25.43,27.15,15.81,20.62,0.0,11.0
95169,Commeny,1,1,352,315,308,89.49,30.52,18.18,23.05,22.4,0.0,5.84
95170,Condécourt,1,1,377,332,323,88.06,18.58,21.67,26.01,24.15,0.0,9.6
95176,Cormeilles-en-Parisis,1,3,754,591,578,78.38,29.93,26.82,20.76,17.3,0.0,5.19
95176,Cormeilles-en-Parisis,2,3,935,755,739,80.75,23.41,32.75,24.63,12.99,0.0,6.22
95176,Cormeilles-en-Parisis,3,3,952,729,706,76.58,33.14,26.49,17.56,13.03,0.0,9.77
95176,Cormeilles-en-Parisis,4,3,913,735,725,80.5,31.17,27.17,20.97,13.93,0.0,6.76
95176,Cormeilles-en-Parisis,5,3,879,753,742,85.67,20.62,29.78,23.58,17.52,0.0,8.49
95176,Cormeilles-en-Parisis,6,3,1038,883,859,85.07,23.17,31.55,21.89,15.95,0.0,7.45
95176,Cormeilles-en-Parisis,7,3,902,687,677,76.16,30.58,26.29,19.05,16.99,0.0,7.09
95176,Cormeilles-en-Parisis,8,3,935,759,750,81.18,22.0,30.27,28.8,13.2,0.0,5.73
95176,Cormeilles-en-Parisis,9,3,977,814,802,83.32,19.2,29.18,27.18,16.33,0.0,8.1
95176,Cormeilles-en-Parisis,10,3,992,810,796,81.65,22.86,29.02,24.75,14.95,0.0,8.42
95176,Cormeilles-en-Parisis,11,3,841,730,721,86.8,23.3,34.67,20.8,13.87,0.0,7.35
95176,Cormeilles-en-Parisis,12,3,929,711,693,76.53,33.77,25.97,17.6,12.84,0.0,9.81
95176,Cormeilles-en-Parisis,13,3,910,707,684,77.69,23.54,29.39,18.13,20.61,0.0,8.33
95176,Cormeilles-en-Parisis,14,3,877,715,700,81.53,26.86,27.71,23.57,14.14,0.0,7.71
95176,Cormeilles-en-Parisis,15,3,1111,942,922,84.79,27.01,27.98,16.7,21.37,0.0,6.94
95176,Cormeilles-en-Parisis,16,3,945,789,777,83.49,29.6,29.34,17.12,16.47,0.0,7.46
95176,Cormeilles-en-Parisis,17,3,904,653,638,72.23,27.74,25.39,20.22,17.24,0.0,9.4
95177,Cormeilles-en-Vexin,1,1,829,696,682,83.96,22.87,18.62,22.87,28.01,0.0,7.62
95181,Courcelles-sur-Viosne,1,1,220,190,187,86.36,22.99,28.34,25.13,16.04,0.0,7.49
95183,Courdimanche,1,10,858,733,714,85.43,28.15,28.99,17.65,19.05,0.0,6.16
95183,Courdimanche,2,10,788,639,626,81.09,31.63,35.46,17.09,9.58,0.0,6.23
95183,Courdimanche,3,10,946,769,751,81.29,39.28,28.36,9.59,17.31,0.0,5.46
95183,Courdimanche,4,10,846,744,734,87.94,21.39,35.01,23.71,12.13,0.0,7.77
95183,Courdimanche,5,10,869,673,659,77.45,31.41,34.29,11.53,15.17,0.0,7.59
95197,Deuil-la-Barre,1,6,989,748,740,75.63,29.59,27.84,21.76,14.46,0.0,6.35
95197,Deuil-la-Barre,2,6,1000,799,783,79.9,27.71,33.08,22.35,11.11,0.0,5.75
95197,Deuil-la-Barre,3,6,1001,730,721,72.93,30.37,24.83,21.64,14.98,0.0,8.18
95197,Deuil-la-Barre,4,6,1036,798,788,77.03,29.7,30.2,21.95,11.29,0.0,6.85
95197,Deuil-la-Barre,5,6,778,584,570,75.06,29.47,24.91,26.84,13.16,0.0,5.61
95197,Deuil-la-Barre,6,6,1106,869,855,78.57,30.06,28.3,21.17,14.97,0.0,5.5
95197,Deuil-la-Barre,7,6,1059,819,801,77.34,30.96,27.84,20.35,14.86,0.0,5.99
95197,Deuil-la-Barre,8,6,1020,793,777,77.75,25.61,32.69,25.61,9.78,0.0,6.31
95197,Deuil-la-Barre,9,6,976,709,690,72.64,34.35,26.52,15.22,16.96,0.0,6.96
95197,Deuil-la-Barre,10,6,1220,865,853,70.9,41.15,27.32,10.32,14.54,0.0,6.68
95197,Deuil-la-Barre,11,6,1268,837,823,66.01,45.32,27.22,12.15,9.96,0.0,5.35
95197,Deuil-la-Barre,12,6,1250,974,956,77.92,28.45,27.72,23.85,13.6,0.0,6.38
95197,Deuil-la-Barre,13,6,1049,836,820,79.69,26.1,29.76,24.51,12.44,0.0,7.2
95197,Deuil-la-Barre,14,6,1120,893,878,79.73,32.12,28.25,23.46,9.57,0.0,6.61
95199,Domont,1,7,900,726,706,80.67,21.81,23.65,31.16,16.01,0.0,7.37
95199,Domont,2,7,1062,801,784,75.42,31.63,22.58,18.11,21.05,0.0,6.63
95199,Domont,3,7,791,625,614,79.01,25.08,21.34,25.73,17.92,0.0,9.93
95199,Domont,4,7,1041,822,806,78.96,22.7,22.08,27.54,17.62,0.0,10.05
95199,Domont,5,7,871,692,673,79.45,20.51,28.68,26.45,17.53,0.0,6.84
95199,Domont,6,7,1212,1000,980,82.51,27.04,23.88,24.49,17.86,0.0,6.73
95199,Domont,7,7,1519,1214,1175,79.92,31.4,25.53,17.79,19.74,0.0,5.53
95199,Domont,8,7,744,608,602,81.72,26.74,29.9,25.25,13.12,0.0,4.98
95199,Domont,9,7,827,660,648,79.81,22.69,23.15,29.78,16.51,0.0,7.87
95199,Domont,10,7,1043,798,771,76.51,29.57,21.01,16.73,24.9,0.0,7.78
95203,Eaubonne,1,4,1296,1046,1027,80.71,26.19,32.81,18.79,15.38,0.0,6.82
95203,Eaubonne,2,4,1028,794,774,77.24,27.52,28.17,21.96,13.57,0.0,8.79
95203,Eaubonne,3,4,1239,1013,993,81.76,23.56,30.41,24.37,14.0,0.0,7.65
95203,Eaubonne,4,4,1200,1005,979,83.75,24.51,34.53,23.7,11.34,0.0,5.92
95203,Eaubonne,5,4,1292,1117,1090,86.46,23.85,32.66,26.51,8.72,0.0,8.26
95203,Eaubonne,6,4,1243,991,964,79.73,29.88,32.57,19.81,11.31,0.0,6.43
95203,Eaubonne,7,4,1154,854,836,74.0,38.04,21.77,16.75,16.27,0.0,7.18
95203,Eaubonne,8,4,922,762,738,82.65,25.2,29.54,25.47,13.28,0.0,6.5
95203,Eaubonne,9,4,1440,1078,1037,74.86,32.4,25.36,18.13,18.61,0.0,5.5
95203,Eaubonne,10,4,1332,991,962,74.4,32.85,24.84,20.06,14.76,0.0,7.48
95203,Eaubonne,11,4,1060,850,832,80.19,30.41,27.52,22.6,12.86,0.0,6.61
95203,Eaubonne,12,4,1311,1055,1034,80.47,28.72,27.47,21.66,13.54,0.0,8.61
95203,Eaubonne,13,4,858,719,707,83.8,26.31,38.33,22.35,6.08,0.0,6.93
95203,Eaubonne,14,4,869,713,695,82.05,28.78,29.93,19.28,15.97,0.0,6.04
95205,Ecouen,1,7,1495,1136,1115,75.99,34.71,21.35,17.04,19.73,0.0,7.17
95205,Ecouen,2,7,991,763,745,76.99,31.54,29.53,13.69,17.32,0.0,7.92
95205,Ecouen,3,7,1395,1067,0,76.49,0.0,0.0,0.0,0.0,0.0,0.0
95205,Ecouen,4,7,1126,903,884,80.2,32.92,24.43,19.8,15.95,0.0,6.9
95210,Enghien-les-Bains,1,6,913,691,684,75.68,22.22,27.78,34.21,10.53,0.0,5.26
95210,Enghien-les-Bains,2,6,909,685,674,75.36,23.44,27.89,35.46,8.16,0.0,5.04
95210,Enghien-les-Bains,3,6,1036,806,791,77.8,29.96,28.82,29.33,8.47,0.0,3.41
95210,Enghien-les-Bains,4,6,961,785,773,81.69,20.96,33.12,34.28,7.37,0.0,4.27
95210,Enghien-les-Bains,5,6,964,742,726,76.97,18.04,29.34,38.43,9.64,0.0,4.55
95210,Enghien-les-Bains,6,6,1015,814,807,80.2,11.65,28.75,47.96,6.69,0.0,4.96
95210,Enghien-les-Bains,7,6,986,780,772,79.11,22.93,30.18,33.29,9.2,0.0,4.4
95210,Enghien-les-Bains,8,6,733,569,559,77.63,15.74,25.94,46.33,7.16,0.0,4.83
95210,Enghien-les-Bains,9,6,750,602,595,80.27,13.78,27.73,48.4,5.21,0.0,4.87
95211,Ennery,1,1,809,693,674,85.66,21.22,25.82,25.52,18.1,0.0,9.35
95211,Ennery,2,1,765,658,641,86.01,21.53,24.18,24.02,19.81,0.0,10.45
95212,Epiais-lès-Louvres,1,9,71,55,55,77.46,16.36,21.82,20.0,40.0,0.0,1.82
95213,Epiais-Rhus,1,1,558,474,463,84.95,19.22,24.19,24.62,22.46,0.0,9.5
95214,Epinay-Champlâtreux,1,9,49,44,44,89.8,13.64,13.64,27.27,36.36,0.0,9.09
95218,Eragny,1,2,917,745,732,81.24,30.87,24.32,21.17,17.62,0.0,6.01
95218,Eragny,2,2,741,628,605,84.75,31.4,26.61,17.52,17.19,0.0,7.27
95218,Eragny,3,2,1149,867,837,75.46,30.47,27.48,15.41,16.97,0.0,9.68
95218,Eragny,4,2,1385,972,941,70.18,40.49,26.99,8.29,16.79,0.0,7.44
95218,Eragny,5,2,1172,917,884,78.24,30.77,26.13,15.38,19.34,0.0,8.37
95218,Eragny,6,2,1235,973,942,78.79,25.27,29.51,18.68,17.73,0.0,8.81
95218,Eragny,7,2,1187,857,838,72.2,39.38,22.79,10.5,18.02,0.0,9.31
95218,Eragny,8,2,1288,1072,1042,83.23,26.49,31.48,18.23,16.22,0.0,7.58
95218,Eragny,9,2,1109,843,812,76.01,37.56,25.37,11.08,18.47,0.0,7.51
95218,Eragny,10,2,1044,777,762,74.43,33.99,25.98,14.83,18.37,0.0,6.82
95219,Ermont,1,4,803,575,553,71.61,29.29,31.1,16.09,16.09,0.0,7.41
95219,Ermont,2,4,1206,921,909,76.37,25.85,26.95,22.99,17.16,0.0,7.04
95219,Ermont,3,4,898,679,659,75.61,27.62,29.44,20.79,15.33,0.0,6.83
95219,Ermont,4,4,1045,843,827,80.67,27.57,32.77,21.77,10.52,0.0,7.38
95219,Ermont,5,4,815,654,644,80.25,27.33,33.85,21.89,11.49,0.0,5.43
95219,Ermont,6,4,740,578,561,78.11,34.94,31.02,18.89,11.05,0.0,4.1
95219,Ermont,7,4,873,717,704,82.13,26.14,33.1,25.14,7.39,0.0,8.24
95219,Ermont,8,4,837,680,672,81.24,23.21,36.61,26.19,6.7,0.0,7.29
95219,Ermont,9,4,1070,782,757,73.08,36.59,26.42,10.3,19.15,0.0,7.53
95219,Ermont,10,4,1035,745,719,71.98,32.41,26.84,12.24,20.31,0.0,8.21
95219,Ermont,11,4,1031,784,767,76.04,33.64,29.2,14.47,13.95,0.0,8.74
95219,Ermont,12,4,1072,888,875,82.84,30.06,32.34,20.34,10.74,0.0,6.51
95219,Ermont,13,4,959,640,626,66.74,43.93,21.57,9.58,18.37,0.0,6.55
95219,Ermont,14,4,906,611,599,67.44,47.41,21.54,10.02,15.86,0.0,5.18
95219,Ermont,15,4,1129,877,848,77.68,29.72,30.9,17.81,15.68,0.0,5.9
95219,Ermont,16,4,933,744,733,79.74,27.29,32.2,20.87,11.19,0.0,8.46
95219,Ermont,17,4,1002,670,654,66.87,47.86,21.25,10.09,15.29,0.0,5.5
95219,Ermont,18,4,1060,736,719,69.43,34.77,28.23,11.96,18.08,0.0,6.95
95219,Ermont,19,4,795,641,623,80.63,29.37,26.0,21.99,13.8,0.0,8.83
95219,Ermont,20,4,875,696,683,79.54,25.18,28.7,27.09,11.71,0.0,7.32
95229,Ezanville,1,7,1430,1177,1153,82.31,28.1,27.06,18.04,19.08,0.0,7.72
95229,Ezanville,2,7,1241,851,830,68.57,38.55,22.29,11.2,20.48,0.0,7.47
95229,Ezanville,3,7,1264,1007,986,79.67,26.98,25.96,22.31,17.44,0.0,7.3
95229,Ezanville,4,7,1396,1082,1055,77.51,30.24,25.59,18.58,18.1,0.0,7.49
95229,Ezanville,5,7,1053,876,860,83.19,25.81,32.44,18.37,16.4,0.0,6.98
95241,Fontenay-en-Parisis,1,9,1164,1011,987,86.86,28.98,23.0,15.1,28.06,0.0,4.86
95250,Fosses,1,9,942,700,685,74.31,37.08,21.02,9.78,25.26,0.0,6.86
95250,Fosses,2,9,1123,841,813,74.89,40.84,23.99,8.49,21.16,0.0,5.54
95250,Fosses,3,9,888,687,665,77.36,35.19,22.86,13.53,21.65,0.0,6.77
95250,Fosses,4,9,877,665,645,75.83,39.69,20.31,10.54,20.93,0.0,8.53
95250,Fosses,5,9,529,426,419,80.53,29.12,18.85,16.23,28.64,0.0,7.16
95250,Fosses,6,9,1012,740,716,73.12,39.11,21.37,9.78,23.6,0.0,6.15
95250,Fosses,7,9,949,746,733,78.61,30.01,26.47,14.6,22.1,0.0,6.82
95252,Franconville,1,4,897,683,671,76.14,28.17,28.32,18.33,18.03,0.0,7.15
95252,Franconville,2,4,755,522,507,69.14,31.56,17.55,18.74,23.08,0.0,9.07
95252,Franconville,3,4,1063,803,786,75.54,27.61,25.45,17.56,22.39,0.0,7.0
95252,Franconville,4,4,904,609,594,67.37,51.18,20.71,6.57,15.99,0.0,5.56
95252,Franconville,5,4,825,569,559,68.97,38.1,25.76,8.41,22.9,0.0,4.83
95252,Franconville,6,4,1012,726,710,71.74,38.59,21.83,12.96,19.15,0.0,7.46
95252,Franconville,7,4,1033,817,804,79.09,24.38,28.98,23.38,16.79,0.0,6.47
95252,Franconville,8,4,1095,892,871,81.46,27.1,33.41,21.13,10.33,0.0,8.04
95252,Franconville,9,4,977,777,760,79.53,26.18,27.37,23.16,16.18,0.0,7.11
95252,Franconville,10,4,947,729,717,76.98,30.26,26.22,19.67,16.6,0.0,7.25
95252,Franconville,11,4,986,742,726,75.25,33.06,24.38,15.15,19.83,0.0,7.58
95252,Franconville,12,4,1001,766,748,76.52,33.29,29.14,19.52,12.57,0.0,5.48
95252,Franconville,13,4,919,643,617,69.97,43.27,21.07,11.35,17.83,0.0,6.48
95252,Franconville,14,4,904,649,637,71.79,29.67,27.47,10.99,22.61,0.0,9.26
95252,Franconville,15,4,1185,956,942,80.68,25.05,28.34,19.75,18.15,0.0,8.7
95252,Franconville,16,4,1025,797,774,77.76,32.43,23.64,20.03,17.7,0.0,6.2
95252,Franconville,17,4,1141,853,839,74.76,33.02,25.15,15.02,19.31,0.0,7.51
95252,Franconville,18,4,1000,808,790,80.8,23.42,30.89,21.01,16.71,0.0,7.97
95252,Franconville,19,4,1110,901,873,81.17,26.92,24.63,22.57,17.18,0.0,8.71
95252,Franconville,20,4,1024,795,773,77.64,27.55,24.71,18.76,20.7,0.0,8.28
95252,Franconville,21,4,1075,790,767,73.49,33.77,27.38,12.78,17.6,0.0,8.47
95252,Franconville,22,4,925,750,724,81.08,33.7,27.49,13.81,17.96,0.0,7.04
95253,Frémainville,1,1,375,321,313,85.6,27.8,23.96,23.64,17.25,0.0,7.35
95254,Frémécourt,1,1,413,347,335,84.02,20.0,22.09,22.39,28.96,0.0,6.57
95256,Frépillon,1,3,1170,927,911,79.23,27.11,22.61,17.56,25.8,0.0,6.92
95256,Frépillon,2,3,1148,926,908,80.66,22.03,27.75,20.15,21.37,0.0,8.7
95257,La Frette-sur-Seine,1,3,1145,982,967,85.76,26.27,26.68,24.41,14.37,0.0,8.27
95257,La Frette-sur-Seine,2,3,1270,1098,1079,86.46,22.89,28.27,24.1,16.22,0.0,8.53
95257,La Frette-sur-Seine,3,3,791,678,660,85.71,27.73,26.67,23.64,13.64,0.0,8.33
95258,Frouville,1,1,325,279,272,85.85,19.12,32.72,27.57,15.44,0.0,5.15
95259,Gadancourt,1,01,72,69,69,95.83,24.64,11.59,28.99,20.29,0.0,14.49
95268,Garges-lès-Gonesse,1,8,1054,681,655,64.61,47.33,23.66,13.13,9.92,0.0,5.95
95268,Garges-lès-Gonesse,2,8,1098,682,647,62.11,55.02,21.95,10.36,7.88,0.0,4.79
95268,Garges-lès-Gonesse,3,8,1126,747,708,66.34,58.47,17.51,7.77,11.3,0.0,4.94
95268,Garges-lès-Gonesse,4,8,1033,705,678,68.25,46.9,26.11,12.54,10.62,0.0,3.83
95268,Garges-lès-Gonesse,5,8,1045,685,657,65.55,51.75,24.05,10.65,9.89,0.0,3.65
95268,Garges-lès-Gonesse,6,8,991,638,617,64.38,51.54,21.07,11.02,9.56,0.0,6.81
95268,Garges-lès-Gonesse,7,8,1116,673,650,60.3,52.31,20.92,14.15,7.54,0.0,5.08
95268,Garges-lès-Gonesse,8,8,1099,719,681,65.42,55.36,19.09,5.29,14.83,0.0,5.43
95268,Garges-lès-Gonesse,9,8,1098,749,709,68.21,48.66,20.59,8.04,17.77,0.0,4.94
95268,Garges-lès-Gonesse,10,8,886,633,623,71.44,45.1,19.58,15.25,14.45,0.0,5.62
95268,Garges-lès-Gonesse,11,8,958,674,654,70.35,42.97,22.32,11.31,18.5,0.0,4.89
95268,Garges-lès-Gonesse,12,8,984,703,685,71.44,41.61,21.17,15.04,17.81,0.0,4.38
95268,Garges-lès-Gonesse,13,8,1186,814,789,68.63,48.16,23.95,9.0,14.83,0.0,4.06
95268,Garges-lès-Gonesse,14,8,981,685,671,69.83,56.18,20.72,4.92,12.52,0.0,5.66
95268,Garges-lès-Gonesse,15,8,1000,663,645,66.3,48.53,20.62,13.02,13.33,0.0,4.5
95268,Garges-lès-Gonesse,16,8,971,600,573,61.79,40.84,27.4,14.31,12.57,0.0,4.89
95268,Garges-lès-Gonesse,17,8,1071,733,713,68.44,43.9,24.26,14.45,13.18,0.0,4.21
95270,Genainville,1,1,444,371,365,83.56,23.84,18.36,21.1,27.95,0.0,8.77
95271,Génicourt,1,1,392,337,332,85.97,20.18,31.63,20.18,21.99,0.0,6.02
95277,Gonesse,1,9,832,595,576,71.51,34.9,27.08,14.58,15.97,0.0,7.47
95277,Gonesse,2,9,1176,814,783,69.22,38.19,22.86,14.94,18.39,0.0,5.62
95277,Gonesse,3,9,859,576,560,67.05,32.5,20.54,16.43,23.57,0.0,6.96
95277,Gonesse,4,9,887,614,587,69.22,44.8,22.83,10.73,16.52,0.0,5.11
95277,Gonesse,5,9,1349,989,956,73.31,36.92,18.2,25.63,14.64,0.0,4.6
95277,Gonesse,6,9,950,687,670,72.32,31.49,19.7,27.01,15.97,0.0,5.82
95277,Gonesse,7,9,1120,761,746,67.95,36.46,21.45,23.19,14.88,0.0,4.02
